"CURRENCY","RATE_DATE","FX_RATE_TO_EUR"
"HUF",2026-05-28,0.0024317
"HUF",2026-05-29,0.00251339
"HUF",2026-05-30,0.00252776
"HUF",2026-05-31,0.00279598
"HUF",2026-06-01,0.00248255
"HUF",2026-06-02,0.00249927
"HUF",2026-06-03,0.00261033
"HUF",2026-06-04,0.00246897
"HUF",2026-06-05,0.00267597
"HUF",2026-06-06,0.00259654
"HUF",2026-06-07,0.00265833
"HUF",2026-06-08,0.00241931
"HUF",2026-06-09,0.00273375
"HUF",2026-06-10,0.00253399
"HUF",2026-06-11,0.00256409
"HUF",2026-06-12,0.00245159
"HUF",2026-06-13,0.00259658
"HUF",2026-06-14,0.00261288
"HUF",2026-06-15,0.0026876
"HUF",2026-06-16,0.00244672
"HUF",2026-06-17,0.00241267
"HUF",2026-06-18,0.00268227
"HUF",2026-06-19,0.00244724
"HUF",2026-06-20,0.00249457
"HUF",2026-06-21,0.00269063
"HUF",2026-06-22,0.00247043
"HUF",2026-06-23,0.0026325
"HUF",2026-06-24,0.00251165
"HUF",2026-06-25,0.00278093
"HUF",2026-06-26,0.00246895
"HUF",2026-06-27,0.00275589
"HUF",2026-06-28,0.00279922
"HUF",2026-06-29,0.00265624
"HUF",2026-06-30,0.00258347
"HUF",2026-07-01,0.00265797
"HUF",2026-07-02,0.00273626
"HUF",2026-07-03,0.002665
"HUF",2026-07-04,0.00257261
"HUF",2026-07-05,0.00252861
"HUF",2026-07-06,0.00263987
"HUF",2026-07-07,0.0027472
"HUF",2026-07-08,0.0025633
"HUF",2026-07-09,0.00252541
"HUF",2026-07-10,0.00260703
"HUF",2026-07-11,0.00245623
"HUF",2026-07-12,0.00275547
"HUF",2026-07-13,0.00251045
"HUF",2026-07-14,0.00275691
"HUF",2026-07-15,0.00263075
"HUF",2026-07-16,0.00263282
"HUF",2026-07-17,0.00279537
"HUF",2026-07-18,0.00254453
"HUF",2026-07-19,0.00278724
"HUF",2026-07-20,0.00262479
"HUF",2026-07-21,0.00248693
"HUF",2026-07-22,0.00272232
"HUF",2026-07-23,0.00258382
"HUF",2026-07-24,0.00276026
"HUF",2026-07-25,0.00250763
"HUF",2026-07-26,0.00246348
"HUF",2026-07-27,0.00256822
"HUF",2026-07-28,0.00256622
"HUF",2026-07-29,0.00246819
"HUF",2026-07-30,0.00253221
"HUF",2026-07-31,0.00278001
"HUF",2026-08-01,0.0025163
"HUF",2026-08-02,0.00275557
"HUF",2026-08-03,0.00259875
"HUF",2026-08-04,0.0027066
"HUF",2026-08-05,0.0026927
"HUF",2026-08-06,0.00269146
"HUF",2026-08-07,0.00254378
"HUF",2026-08-08,0.00277618
"HUF",2026-08-09,0.002413
"HUF",2026-08-10,0.00265375
"HUF",2026-08-11,0.0024689
"HUF",2026-08-12,0.00263775
"HUF",2026-08-13,0.0025577
"HUF",2026-08-14,0.00245148
"HUF",2026-08-15,0.00252138
"HUF",2026-08-16,0.00270325
"HUF",2026-08-17,0.00262787
"HUF",2026-08-18,0.00265619
"HUF",2026-08-19,0.00276817
"HUF",2026-08-20,0.00269374
"HUF",2026-08-21,0.00244283
"HUF",2026-08-22,0.00272155
"HUF",2026-08-23,0.00244006
"HUF",2026-08-24,0.00254373
"HUF",2026-08-25,0.00276561
"HUF",2026-08-26,0.00279974
"HUF",2026-08-27,0.00243322
"HUF",2026-08-28,0.00273883
"HUF",2026-08-29,0.0025968
"HUF",2026-08-30,0.00277208
"HUF",2026-08-31,0.0027272
"HUF",2026-09-01,0.0026796
"HUF",2026-09-02,0.00248098
"HUF",2026-09-03,0.00240578
"HUF",2026-09-04,0.00276283
"HUF",2026-09-05,0.00264817
"HUF",2026-09-06,0.00240191
"HUF",2026-09-07,0.00250069
"HUF",2026-09-08,0.00260693
"HUF",2026-09-09,0.00264582
"HUF",2026-09-10,0.00264912
"HUF",2026-09-11,0.00261343
"HUF",2026-09-12,0.00262499
"HUF",2026-09-13,0.00278249
"HUF",2026-09-14,0.00253842
"HUF",2026-09-15,0.00244371
"HUF",2026-09-16,0.00248707
"HUF",2026-09-17,0.00258813
"HUF",2026-09-18,0.00276382
"HUF",2026-09-19,0.00243165
"HUF",2026-09-20,0.00246196
"HUF",2026-09-21,0.00260905
"HUF",2026-09-22,0.00278974
"HUF",2026-09-23,0.00257227
"HUF",2026-09-24,0.00252374
"HUF",2026-09-25,0.00248191
"HUF",2026-09-26,0.00275531
"HUF",2026-09-27,0.00263197
"HUF",2026-09-28,0.00264543
"HUF",2026-09-29,0.00248949
"HUF",2026-09-30,0.00266354
"HUF",2026-10-01,0.00247098
"HUF",2026-10-02,0.00265578
"HUF",2026-10-03,0.00249398
"HUF",2026-10-04,0.00265953
"HUF",2026-10-05,0.00243173
"HUF",2026-10-06,0.00248592
"HUF",2026-10-07,0.00255961
"HUF",2026-10-08,0.00255217
"HUF",2026-10-09,0.00272832
"HUF",2026-10-10,0.00254907
"HUF",2026-10-11,0.00247698
"HUF",2026-10-12,0.00246962
"HUF",2026-10-13,0.00259316
"HUF",2026-10-14,0.00267623
"HUF",2026-10-15,0.00258124
"HUF",2026-10-16,0.00276526
"HUF",2026-10-17,0.00252713
"HUF",2026-10-18,0.00273186
"HUF",2026-10-19,0.00272942
"HUF",2026-10-20,0.00243139
"HUF",2026-10-21,0.00249518
"HUF",2026-10-22,0.00254788
"HUF",2026-10-23,0.00258654
"HUF",2026-10-24,0.00254435
"HUF",2026-10-25,0.00245094
"HUF",2026-10-26,0.0027615
"HUF",2026-10-27,0.00243629
"HUF",2026-10-28,0.00263776
"HUF",2026-10-29,0.00260826
"HUF",2026-10-30,0.00273766
"HUF",2026-10-31,0.00266545
"HUF",2026-11-01,0.00257167
"HUF",2026-11-02,0.00246271
"HUF",2026-11-03,0.0027398
"HUF",2026-11-04,0.00250865
"HUF",2026-11-05,0.00264516
"HUF",2026-11-06,0.0027109
"HUF",2026-11-07,0.0025421
"HUF",2026-11-08,0.00269058
"HUF",2026-11-09,0.00277203
"HUF",2026-11-10,0.00263614
"HUF",2026-11-11,0.00266512
"HUF",2026-11-12,0.00243344
"HUF",2026-11-13,0.00262481
"HUF",2026-11-14,0.00273819
"HUF",2026-11-15,0.00279029
"HUF",2026-11-16,0.00275499
"HUF",2026-11-17,0.00269941
"HUF",2026-11-18,0.0024556
"HUF",2026-11-19,0.00241133
"HUF",2026-11-20,0.00278671
"HUF",2026-11-21,0.00272716
"HUF",2026-11-22,0.00279331
"HUF",2026-11-23,0.00267603
"HUF",2026-11-24,0.0024079
"HUF",2026-11-25,0.00252192
"HUF",2026-11-26,0.00261728
"HUF",2026-11-27,0.00253028
"HUF",2026-11-28,0.00249729
"HUF",2026-11-29,0.00263998
"HUF",2026-11-30,0.00242358
"HUF",2026-12-01,0.00242506
"HUF",2026-12-02,0.00272383
"HUF",2026-12-03,0.00279103
"HUF",2026-12-04,0.00248888
"HUF",2026-12-05,0.00258563
"HUF",2026-12-06,0.00271478
"HUF",2026-12-07,0.00250406
"HUF",2026-12-08,0.00241832
"HUF",2026-12-09,0.00247183
"HUF",2026-12-10,0.00273728
"HUF",2026-12-11,0.00276328
"HUF",2026-12-12,0.00259698
"HUF",2026-12-13,0.00276286
"HUF",2026-12-14,0.0026562
"HUF",2026-12-15,0.00243337
"HUF",2026-12-16,0.00253817
"HUF",2026-12-17,0.00254153
"HUF",2026-12-18,0.00244376
"HUF",2026-12-19,0.00250654
"HUF",2026-12-20,0.00277283
"HUF",2026-12-21,0.002423
"HUF",2026-12-22,0.00256491
"HUF",2026-12-23,0.00260157
"HUF",2026-12-24,0.00261369
"HUF",2026-12-25,0.00267335
"HUF",2026-12-26,0.00269359
"HUF",2026-12-27,0.00267999
"HUF",2026-12-28,0.00247008
"HUF",2026-12-29,0.00260594
"HUF",2026-12-30,0.00248514
"HUF",2026-12-31,0.00273448
"HUF",2024-01-01,0.00256716
"HUF",2024-01-02,0.00261442
"HUF",2024-01-03,0.00276306
"HUF",2024-01-04,0.00272502
"HUF",2024-01-05,0.00245075
"HUF",2024-01-06,0.00274821
"HUF",2024-01-07,0.00272886
"HUF",2024-01-08,0.00275651
"HUF",2024-01-09,0.00246212
"HUF",2024-01-10,0.00269228
"HUF",2024-01-11,0.00266268
"HUF",2024-01-12,0.00265258
"HUF",2024-01-13,0.00277419
"HUF",2024-01-14,0.00264291
"HUF",2024-01-15,0.00276053
"HUF",2024-01-16,0.00253148
"HUF",2024-01-17,0.00241756
"HUF",2024-01-18,0.00245166
"HUF",2024-01-19,0.00262846
"HUF",2024-01-20,0.00259012
"HUF",2024-01-21,0.00255328
"HUF",2024-01-22,0.0026622
"HUF",2024-01-23,0.00244155
"HUF",2024-01-24,0.00263727
"HUF",2024-01-25,0.00269841
"HUF",2024-01-26,0.00261742
"HUF",2024-01-27,0.00267102
"HUF",2024-01-28,0.00255896
"HUF",2024-01-29,0.00279157
"HUF",2024-01-30,0.00279992
"HUF",2024-01-31,0.00243854
"HUF",2024-02-01,0.00258548
"HUF",2024-02-02,0.00268624
"HUF",2024-02-03,0.00270034
"HUF",2024-02-04,0.0026883
"HUF",2024-02-05,0.00264772
"HUF",2024-02-06,0.00271107
"HUF",2024-02-07,0.00258506
"HUF",2024-02-08,0.00278988
"HUF",2024-02-09,0.00260029
"HUF",2024-02-10,0.00243381
"HUF",2024-02-11,0.00270644
"HUF",2024-02-12,0.00275912
"HUF",2024-02-13,0.00274702
"HUF",2024-02-14,0.00266591
"HUF",2024-02-15,0.00252544
"HUF",2024-02-16,0.00273305
"HUF",2024-02-17,0.00263126
"HUF",2024-02-18,0.00272501
"HUF",2024-02-19,0.00252205
"HUF",2024-02-20,0.00247011
"HUF",2024-02-21,0.00262336
"HUF",2024-02-22,0.00246814
"HUF",2024-02-23,0.00252669
"HUF",2024-02-24,0.00257175
"HUF",2024-02-25,0.00246557
"HUF",2024-02-26,0.00243184
"HUF",2024-02-27,0.00263408
"HUF",2024-02-28,0.00248398
"HUF",2024-02-29,0.00244232
"HUF",2024-03-01,0.00274813
"HUF",2024-03-02,0.0027674
"HUF",2024-03-03,0.00254199
"HUF",2024-03-04,0.00274836
"HUF",2024-03-05,0.00259261
"HUF",2024-03-06,0.00255098
"HUF",2024-03-07,0.0025003
"HUF",2024-03-08,0.00268526
"HUF",2024-03-09,0.00242797
"HUF",2024-03-10,0.00275041
"HUF",2024-03-11,0.00273177
"HUF",2024-03-12,0.00245137
"HUF",2024-03-13,0.0027581
"HUF",2024-03-14,0.00258758
"HUF",2024-03-15,0.00253714
"HUF",2024-03-16,0.00241919
"HUF",2024-03-17,0.00278765
"HUF",2024-03-18,0.0027746
"HUF",2024-03-19,0.00246853
"HUF",2024-03-20,0.00262342
"HUF",2024-03-21,0.00273948
"HUF",2024-03-22,0.00274113
"HUF",2024-03-23,0.00278231
"HUF",2024-03-24,0.00245971
"HUF",2024-03-25,0.00252661
"HUF",2024-03-26,0.00261029
"HUF",2024-03-27,0.00265105
"HUF",2024-03-28,0.00271809
"HUF",2024-03-29,0.00253442
"HUF",2024-03-30,0.00277227
"HUF",2024-03-31,0.00269004
"HUF",2024-04-01,0.00265921
"HUF",2024-04-02,0.00255246
"HUF",2024-04-03,0.00253187
"HUF",2024-04-04,0.00254865
"HUF",2024-04-05,0.00262642
"HUF",2024-04-06,0.00245743
"HUF",2024-04-07,0.00245942
"HUF",2024-04-08,0.00263229
"HUF",2024-04-09,0.00269388
"HUF",2024-04-10,0.00247586
"HUF",2024-04-11,0.00266482
"HUF",2024-04-12,0.00268262
"HUF",2024-04-13,0.00268311
"HUF",2024-04-14,0.00270964
"HUF",2024-04-15,0.00260725
"HUF",2024-04-16,0.00264254
"HUF",2024-04-17,0.00245579
"HUF",2024-04-18,0.00250128
"HUF",2024-04-19,0.00264028
"HUF",2024-04-20,0.00268899
"HUF",2024-04-21,0.00277132
"HUF",2024-04-22,0.00257521
"HUF",2024-04-23,0.00246629
"HUF",2024-04-24,0.00250203
"HUF",2024-04-25,0.00247474
"HUF",2024-04-26,0.00257769
"HUF",2024-04-27,0.00279304
"HUF",2024-04-28,0.00266645
"HUF",2024-04-29,0.00272703
"HUF",2024-04-30,0.00252326
"HUF",2024-05-01,0.00279034
"HUF",2024-05-02,0.00254447
"HUF",2024-05-03,0.00258044
"HUF",2024-05-04,0.00248228
"HUF",2024-05-05,0.00248042
"HUF",2024-05-06,0.00267779
"HUF",2024-05-07,0.00241553
"HUF",2024-05-08,0.002647
"HUF",2024-05-09,0.00276943
"HUF",2024-05-10,0.00271307
"HUF",2024-05-11,0.0024635
"HUF",2024-05-12,0.00263942
"HUF",2024-05-13,0.00275115
"HUF",2024-05-14,0.00250652
"HUF",2024-05-15,0.00264911
"HUF",2024-05-16,0.00254839
"HUF",2024-05-17,0.00262485
"HUF",2024-05-18,0.0025155
"HUF",2024-05-19,0.00262789
"HUF",2024-05-20,0.00245057
"HUF",2024-05-21,0.00254004
"HUF",2024-05-22,0.0026894
"HUF",2024-05-23,0.00270963
"HUF",2024-05-24,0.00243856
"HUF",2024-05-25,0.00279208
"HUF",2024-05-26,0.00273394
"HUF",2024-05-27,0.00273015
"HUF",2024-05-28,0.00252491
"HUF",2024-05-29,0.0024151
"HUF",2024-05-30,0.00255345
"HUF",2024-05-31,0.00258068
"HUF",2024-06-01,0.00244976
"HUF",2024-06-02,0.00277676
"HUF",2024-06-03,0.00247432
"HUF",2024-06-04,0.00255814
"HUF",2024-06-05,0.00274525
"HUF",2024-06-06,0.00256041
"HUF",2024-06-07,0.00269863
"HUF",2024-06-08,0.00255664
"HUF",2024-06-09,0.00257668
"HUF",2024-06-10,0.00255561
"HUF",2024-06-11,0.00251929
"HUF",2024-06-12,0.0027407
"HUF",2024-06-13,0.00259144
"HUF",2024-06-14,0.00279551
"HUF",2024-06-15,0.00262043
"HUF",2024-06-16,0.0027236
"HUF",2024-06-17,0.00269114
"HUF",2024-06-18,0.00261754
"HUF",2024-06-19,0.00270263
"HUF",2024-06-20,0.00262826
"HUF",2024-06-21,0.00253307
"HUF",2024-06-22,0.00255585
"HUF",2024-06-23,0.00263666
"HUF",2024-06-24,0.00256182
"HUF",2024-06-25,0.00278242
"HUF",2024-06-26,0.00247842
"HUF",2024-06-27,0.00251059
"HUF",2024-06-28,0.0026072
"HUF",2024-06-29,0.00249552
"HUF",2024-06-30,0.00243124
"HUF",2024-07-01,0.00259621
"HUF",2024-07-02,0.00269676
"HUF",2024-07-03,0.00274619
"HUF",2024-07-04,0.00278739
"HUF",2024-07-05,0.00262164
"HUF",2024-07-06,0.00258467
"HUF",2024-07-07,0.00251156
"HUF",2024-07-08,0.00240516
"HUF",2024-07-09,0.00240575
"HUF",2024-07-10,0.00272507
"HUF",2024-07-11,0.00278046
"HUF",2024-07-12,0.0026348
"HUF",2024-07-13,0.00256859
"HUF",2024-07-14,0.00264201
"HUF",2024-07-15,0.00253555
"HUF",2024-07-16,0.00250984
"HUF",2024-07-17,0.00263323
"HUF",2024-07-18,0.0027297
"HUF",2024-07-19,0.00260961
"HUF",2024-07-20,0.00263657
"HUF",2024-07-21,0.00255842
"HUF",2024-07-22,0.00265799
"HUF",2024-07-23,0.00257095
"HUF",2024-07-24,0.00279012
"HUF",2024-07-25,0.0027425
"HUF",2024-07-26,0.00243218
"HUF",2024-07-27,0.00245518
"HUF",2024-07-28,0.00258491
"HUF",2024-07-29,0.00276534
"HUF",2024-07-30,0.00244077
"HUF",2024-07-31,0.00259165
"HUF",2024-08-01,0.00249484
"HUF",2024-08-02,0.0024534
"HUF",2024-08-03,0.00252287
"HUF",2024-08-04,0.00254299
"HUF",2024-08-05,0.00274094
"HUF",2024-08-06,0.00252537
"HUF",2024-08-07,0.002703
"HUF",2024-08-08,0.00240067
"HUF",2024-08-09,0.00262618
"HUF",2024-08-10,0.00264867
"HUF",2024-08-11,0.0026716
"HUF",2024-08-12,0.00245233
"HUF",2024-08-13,0.00247122
"HUF",2024-08-14,0.00247027
"HUF",2024-08-15,0.00266862
"HUF",2024-08-16,0.00266569
"HUF",2024-08-17,0.0024699
"HUF",2024-08-18,0.00249152
"HUF",2024-08-19,0.00259203
"HUF",2024-08-20,0.00271499
"HUF",2024-08-21,0.00266901
"HUF",2024-08-22,0.00246518
"HUF",2024-08-23,0.00266647
"HUF",2024-08-24,0.00242136
"HUF",2024-08-25,0.00253871
"HUF",2024-08-26,0.00272895
"HUF",2024-08-27,0.00240137
"HUF",2024-08-28,0.00257229
"HUF",2024-08-29,0.00258698
"HUF",2024-08-30,0.00262544
"HUF",2024-08-31,0.00270322
"HUF",2024-09-01,0.0025
"HUF",2024-09-02,0.00245915
"HUF",2024-09-03,0.00244795
"HUF",2024-09-04,0.00252346
"HUF",2024-09-05,0.00257573
"HUF",2024-09-06,0.00269397
"HUF",2024-09-07,0.00254501
"HUF",2024-09-08,0.00253621
"HUF",2024-09-09,0.00273602
"HUF",2024-09-10,0.0024819
"HUF",2024-09-11,0.0026013
"HUF",2024-09-12,0.00266195
"HUF",2024-09-13,0.00270779
"HUF",2024-09-14,0.00262869
"HUF",2024-09-15,0.00252661
"HUF",2024-09-16,0.00243664
"HUF",2024-09-17,0.00246001
"HUF",2024-09-18,0.00243402
"HUF",2024-09-19,0.00262422
"HUF",2024-09-20,0.00277016
"HUF",2024-09-21,0.00245391
"HUF",2024-09-22,0.00243052
"HUF",2024-09-23,0.00270724
"HUF",2024-09-24,0.00261301
"HUF",2024-09-25,0.00263355
"HUF",2024-09-26,0.00278235
"HUF",2024-09-27,0.00252424
"HUF",2024-09-28,0.00271529
"HUF",2024-09-29,0.00252791
"HUF",2024-09-30,0.00275081
"HUF",2024-10-01,0.00260622
"HUF",2024-10-02,0.00250067
"HUF",2024-10-03,0.00268533
"HUF",2024-10-04,0.00269662
"HUF",2024-10-05,0.00279506
"HUF",2024-10-06,0.00262807
"HUF",2024-10-07,0.00276519
"HUF",2024-10-08,0.00261528
"HUF",2024-10-09,0.00240483
"HUF",2024-10-10,0.00260171
"HUF",2024-10-11,0.0025518
"HUF",2024-10-12,0.00269282
"HUF",2024-10-13,0.00245398
"HUF",2024-10-14,0.00262278
"HUF",2024-10-15,0.0024977
"HUF",2024-10-16,0.00259179
"HUF",2024-10-17,0.00270311
"HUF",2024-10-18,0.00248137
"HUF",2024-10-19,0.00257273
"HUF",2024-10-20,0.00255316
"HUF",2024-10-21,0.00277153
"HUF",2024-10-22,0.00262621
"HUF",2024-10-23,0.0026175
"HUF",2024-10-24,0.00253268
"HUF",2024-10-25,0.00251623
"HUF",2024-10-26,0.00273355
"HUF",2024-10-27,0.0024415
"HUF",2024-10-28,0.00257219
"HUF",2024-10-29,0.00243874
"HUF",2024-10-30,0.00270365
"HUF",2024-10-31,0.00264477
"HUF",2024-11-01,0.00275123
"HUF",2024-11-02,0.00263688
"HUF",2024-11-03,0.00262136
"HUF",2024-11-04,0.00277852
"HUF",2024-11-05,0.00259636
"HUF",2024-11-06,0.00249001
"HUF",2024-11-07,0.00267298
"HUF",2024-11-08,0.00244398
"HUF",2024-11-09,0.00253144
"HUF",2024-11-10,0.00263834
"HUF",2024-11-11,0.00261181
"HUF",2024-11-12,0.00272684
"HUF",2024-11-13,0.0026782
"HUF",2024-11-14,0.00259294
"HUF",2024-11-15,0.00255161
"HUF",2024-11-16,0.00262231
"HUF",2024-11-17,0.00261035
"HUF",2024-11-18,0.00269438
"HUF",2024-11-19,0.00240628
"HUF",2024-11-20,0.00253551
"HUF",2024-11-21,0.00249577
"HUF",2024-11-22,0.00254149
"HUF",2024-11-23,0.00274541
"HUF",2024-11-24,0.00248348
"HUF",2024-11-25,0.00272244
"HUF",2024-11-26,0.00243422
"HUF",2024-11-27,0.00272683
"HUF",2024-11-28,0.0024688
"HUF",2024-11-29,0.0024338
"HUF",2024-11-30,0.00253171
"HUF",2024-12-01,0.00260996
"HUF",2024-12-02,0.00256651
"HUF",2024-12-03,0.00264171
"HUF",2024-12-04,0.00242306
"HUF",2024-12-05,0.00253032
"HUF",2024-12-06,0.00248918
"HUF",2024-12-07,0.00254399
"HUF",2024-12-08,0.00249576
"HUF",2024-12-09,0.00254168
"HUF",2024-12-10,0.00272323
"HUF",2024-12-11,0.00254145
"HUF",2024-12-12,0.00269319
"HUF",2024-12-13,0.00249957
"HUF",2024-12-14,0.00243136
"HUF",2024-12-15,0.00256447
"HUF",2024-12-16,0.00277782
"HUF",2024-12-17,0.00243981
"HUF",2024-12-18,0.00274303
"HUF",2024-12-19,0.00241061
"HUF",2024-12-20,0.00273983
"HUF",2024-12-21,0.00257701
"HUF",2024-12-22,0.00266796
"HUF",2024-12-23,0.00258023
"HUF",2024-12-24,0.00264906
"HUF",2024-12-25,0.00272825
"HUF",2024-12-26,0.00267367
"HUF",2024-12-27,0.0026711
"HUF",2024-12-28,0.00254819
"HUF",2024-12-29,0.00244732
"HUF",2024-12-30,0.00263017
"HUF",2024-12-31,0.00262172
"HUF",2025-01-01,0.00248294
"HUF",2025-01-02,0.00261049
"HUF",2025-01-03,0.00277316
"HUF",2025-01-04,0.00266141
"HUF",2025-01-05,0.00274213
"HUF",2025-01-06,0.00241603
"HUF",2025-01-07,0.00242219
"HUF",2025-01-08,0.00268871
"HUF",2025-01-09,0.00269329
"HUF",2025-01-10,0.00254554
"HUF",2025-01-11,0.0027518
"HUF",2025-01-12,0.00258757
"HUF",2025-01-13,0.00250585
"HUF",2025-01-14,0.00256687
"HUF",2025-01-15,0.00266024
"HUF",2025-01-16,0.00251931
"HUF",2025-01-17,0.00278522
"HUF",2025-01-18,0.00242651
"HUF",2025-01-19,0.00273306
"HUF",2025-01-20,0.00277405
"HUF",2025-01-21,0.00250384
"HUF",2025-01-22,0.00273676
"HUF",2025-01-23,0.00261404
"HUF",2025-01-24,0.00278077
"HUF",2025-01-25,0.00253821
"HUF",2025-01-26,0.00244018
"HUF",2025-01-27,0.00251281
"HUF",2025-01-28,0.00257125
"HUF",2025-01-29,0.00257764
"HUF",2025-01-30,0.00271935
"HUF",2025-01-31,0.00276571
"HUF",2025-02-01,0.00257871
"HUF",2025-02-02,0.00275216
"HUF",2025-02-03,0.00269639
"HUF",2025-02-04,0.00240286
"HUF",2025-02-05,0.00263532
"HUF",2025-02-06,0.00251559
"HUF",2025-02-07,0.00245356
"HUF",2025-02-08,0.00245318
"HUF",2025-02-09,0.00267111
"HUF",2025-02-10,0.00258535
"HUF",2025-02-11,0.00269483
"HUF",2025-02-12,0.00259818
"HUF",2025-02-13,0.00244568
"HUF",2025-02-14,0.00274388
"HUF",2025-02-15,0.0025282
"HUF",2025-02-16,0.00269955
"HUF",2025-02-17,0.00263427
"HUF",2025-02-18,0.00275477
"HUF",2025-02-19,0.00260672
"HUF",2025-02-20,0.00264514
"HUF",2025-02-21,0.00265203
"HUF",2025-02-22,0.00278408
"HUF",2025-02-23,0.0024442
"HUF",2025-02-24,0.00260249
"HUF",2025-02-25,0.00262115
"HUF",2025-02-26,0.00265066
"HUF",2025-02-27,0.00248597
"HUF",2025-02-28,0.00243266
"HUF",2025-03-01,0.00251977
"HUF",2025-03-02,0.00273538
"HUF",2025-03-03,0.00278791
"HUF",2025-03-04,0.00246741
"HUF",2025-03-05,0.00264545
"HUF",2025-03-06,0.00244194
"HUF",2025-03-07,0.00275466
"HUF",2025-03-08,0.00242289
"HUF",2025-03-09,0.00262144
"HUF",2025-03-10,0.00262043
"HUF",2025-03-11,0.00271343
"HUF",2025-03-12,0.00279042
"HUF",2025-03-13,0.00257057
"HUF",2025-03-14,0.00272134
"HUF",2025-03-15,0.00253124
"HUF",2025-03-16,0.00241972
"HUF",2025-03-17,0.00244772
"HUF",2025-03-18,0.00246496
"HUF",2025-03-19,0.00251358
"GBP",2025-08-18,1.1329059
"GBP",2025-08-19,1.19572788
"GBP",2025-08-20,1.13725324
"GBP",2025-08-21,1.18755385
"GBP",2025-08-22,1.13779496
"GBP",2025-08-23,1.16677063
"GBP",2025-08-24,1.13472376
"GBP",2025-08-25,1.17268797
"GBP",2025-08-26,1.1959808
"GBP",2025-08-27,1.18656327
"GBP",2025-08-28,1.20488063
"GBP",2025-08-29,1.16302884
"GBP",2025-08-30,1.14810894
"GBP",2025-08-31,1.14163613
"GBP",2025-09-01,1.1915879
"GBP",2025-09-02,1.16366747
"GBP",2025-09-03,1.13601076
"GBP",2025-09-04,1.14308541
"GBP",2025-09-05,1.18639332
"GBP",2025-09-06,1.15869542
"GBP",2025-09-07,1.1868557
"GBP",2025-09-08,1.19587883
"GBP",2025-09-09,1.1315705
"GBP",2025-09-10,1.19029252
"GBP",2025-09-11,1.14615215
"GBP",2025-09-12,1.20666453
"GBP",2025-09-13,1.15685605
"GBP",2025-09-14,1.13256315
"GBP",2025-09-15,1.18023066
"GBP",2025-09-16,1.18909946
"GBP",2025-09-17,1.1851834
"GBP",2025-09-18,1.14975236
"GBP",2025-09-19,1.14200965
"GBP",2025-09-20,1.16140483
"GBP",2025-09-21,1.1388083
"GBP",2025-09-22,1.18865638
"GBP",2025-09-23,1.18929963
"GBP",2025-09-24,1.16592446
"GBP",2025-09-25,1.17336705
"GBP",2025-09-26,1.20967682
"GBP",2025-09-27,1.1967629
"GBP",2025-09-28,1.1494728
"GBP",2025-09-29,1.16840556
"GBP",2025-09-30,1.13396521
"GBP",2025-10-01,1.13045486
"GBP",2025-10-02,1.20795469
"GBP",2025-10-03,1.16164409
"GBP",2025-10-04,1.19941188
"GBP",2025-10-05,1.13978697
"GBP",2025-10-06,1.17105598
"GBP",2025-10-07,1.1872197
"GBP",2025-10-08,1.16806548
"GBP",2025-10-09,1.1461895
"GBP",2025-10-10,1.154381
"GBP",2025-10-11,1.18247189
"GBP",2025-10-12,1.14905805
"GBP",2025-10-13,1.19239241
"GBP",2025-10-14,1.16410929
"GBP",2025-10-15,1.190117
"GBP",2025-10-16,1.18802562
"GBP",2025-10-17,1.14587009
"GBP",2025-10-18,1.18990715
"GBP",2025-10-19,1.19244034
"GBP",2025-10-20,1.20799045
"GBP",2025-10-21,1.1379681
"GBP",2025-10-22,1.13368894
"GBP",2025-10-23,1.14168522
"GBP",2025-10-24,1.20740858
"GBP",2025-10-25,1.1775606
"GBP",2025-10-26,1.15495496
"GBP",2025-10-27,1.16334429
"GBP",2025-10-28,1.20277366
"GBP",2025-10-29,1.16255821
"GBP",2025-10-30,1.14479888
"GBP",2025-10-31,1.16266062
"GBP",2025-11-01,1.18731056
"GBP",2025-11-02,1.19383353
"GBP",2025-11-03,1.16321458
"GBP",2025-11-04,1.1797044
"GBP",2025-11-05,1.15593912
"GBP",2025-11-06,1.16772051
"GBP",2025-11-07,1.13407575
"GBP",2025-11-08,1.17062863
"GBP",2025-11-09,1.19642016
"GBP",2025-11-10,1.13348046
"GBP",2025-11-11,1.15765529
"GBP",2025-11-12,1.16881041
"GBP",2025-11-13,1.20440206
"GBP",2025-11-14,1.19551412
"GBP",2025-11-15,1.19892531
"GBP",2025-11-16,1.16668199
"GBP",2025-11-17,1.20516973
"GBP",2025-11-18,1.14583162
"GBP",2025-11-19,1.15580739
"GBP",2025-11-20,1.20766727
"GBP",2025-11-21,1.20473101
"GBP",2025-11-22,1.15316174
"GBP",2025-11-23,1.18009077
"GBP",2025-11-24,1.13137378
"GBP",2025-11-25,1.17801546
"GBP",2025-11-26,1.15290965
"GBP",2025-11-27,1.19498838
"GBP",2025-11-28,1.19218554
"GBP",2025-11-29,1.17234518
"GBP",2025-11-30,1.18585486
"GBP",2025-12-01,1.13988032
"GBP",2025-12-02,1.14537604
"GBP",2025-12-03,1.13002303
"GBP",2025-12-04,1.18759558
"GBP",2025-12-05,1.15217629
"GBP",2025-12-06,1.17499716
"GBP",2025-12-07,1.15011292
"GBP",2025-12-08,1.16818504
"GBP",2025-12-09,1.15074564
