"REPO_TRANSACTION_ID","REPO_TYPE","INSTRUMENT_ID","CUSTOMER_ID","START_DATE","MATURITY_DATE","NOMINAL_AMOUNT","START_CASH_AMOUNT","MATURITY_CASH_AMOUNT","CURRENCY","REPO_RATE","DAY_COUNT_BASIS","STATUS"
2510,"REPO",885,25,2026-10-22,2027-05-27,399000,390239.51,401108.68,"USD",0.046207,"ACT/360","ACTIVE"
2511,"REPO",898,28,2024-09-28,2025-06-19,6773000,6614641.94,6995201.69,"GBP",0.078454,"ACT/360","MATURED"
2512,"REPO",896,22,2025-04-09,2025-06-22,2726000,2647423.74,2684202.46,"EUR",0.067584,"ACT/360","MATURED"
2513,"REVERSE_REPO",891,28,2026-11-21,2027-02-17,264000,256767.61,258785.39,"GBP",0.032148,"ACT/360","ACTIVE"
2514,"REVERSE_REPO",892,26,2026-02-24,2026-02-26,1547000,1508516.23,1509177.42,"GBP",0.079991,"ACT/365","MATURED"
2515,"REVERSE_REPO",898,25,2025-12-07,2025-12-18,8245000,7922052.8,7935104.82,"GBP",0.05392,"ACT/360","MATURED"
2516,"REVERSE_REPO",898,25,2026-02-01,2026-07-24,1978000,1912861.16,1926041.95,"GBP",0.014538,"ACT/365","MATURED"
2517,"REVERSE_REPO",898,24,2024-07-10,2025-01-17,7096000,6798935.25,6971951.02,"GBP",0.04863,"ACT/365","MATURED"
2518,"REVERSE_REPO",890,28,2026-02-08,2026-04-06,6740000,6419841.86,6498659.33,"EUR",0.07754,"ACT/360","MATURED"
2519,"REVERSE_REPO",900,27,2024-02-01,2024-04-25,2039000,1978980.96,2007190.48,"GBP",0.061091,"ACT/360","MATURED"
2520,"REPO",892,3,2026-04-30,2026-06-10,3660000,3500761.59,3505858.54,"GBP",0.012784,"ACT/360","MATURED"
2221,"REVERSE_REPO",896,24,2024-09-16,2025-06-08,410000,398949.86,409939.34,"EUR",0.037421,"ACT/360","MATURED"
2222,"REVERSE_REPO",898,30,2026-07-03,2027-02-15,853000,818510.71,851950.41,"GBP",0.064791,"ACT/360","ACTIVE"
2223,"REPO",884,2,2026-03-03,2026-09-18,3453000,3285615.92,3394231.05,"USD",0.059803,"ACT/360","MATURED"
2224,"REVERSE_REPO",884,22,2026-10-12,2027-03-30,8805000,8654362.61,8769991.15,"USD",0.028856,"ACT/365","ACTIVE"
2225,"REPO",898,24,2024-12-04,2025-02-14,2277000,2207318,2235199.08,"GBP",0.063156,"ACT/360","MATURED"
2226,"REPO",898,29,2024-12-26,2025-02-15,4917000,4833803.36,4870694.99,"GBP",0.053873,"ACT/360","MATURED"
2227,"REPO",885,3,2026-02-09,2026-03-21,4160000,4103913.61,4137312.5,"USD",0.074262,"ACT/365","MATURED"
2228,"REPO",891,27,2024-03-10,2024-05-24,5190000,5093246.94,5141499.52,"GBP",0.046106,"ACT/365","MATURED"
2229,"REPO",885,22,2024-08-18,2025-03-21,2148000,2042862.05,2137699.62,"USD",0.077733,"ACT/360","MATURED"
2230,"REPO",895,28,2024-02-22,2024-06-09,6072000,5947395.93,6084186.63,"USD",0.076667,"ACT/360","MATURED"
2231,"REVERSE_REPO",883,23,2025-09-04,2025-09-14,9998000,9564938.88,9581790.99,"GBP",0.064308,"ACT/365","MATURED"
2232,"REVERSE_REPO",883,22,2026-02-21,2026-05-17,5198000,4940549.55,4974442.75,"GBP",0.029055,"ACT/360","MATURED"
2233,"REPO",884,22,2026-11-21,2027-01-28,6393000,6103418.65,6147870.93,"USD",0.038558,"ACT/360","ACTIVE"
2234,"REPO",909,23,2024-07-11,2024-07-14,7519000,7219133.58,7220825.87,"GBP",0.02813,"ACT/360","MATURED"
2235,"REVERSE_REPO",903,31,2026-10-15,2027-04-12,7920000,7574210.85,7847730.01,"GBP",0.073636,"ACT/365","ACTIVE"
2236,"REVERSE_REPO",895,31,2026-03-24,2026-05-02,1602000,1551766.88,1561844.69,"USD",0.060781,"ACT/365","MATURED"
2237,"REVERSE_REPO",888,30,2025-01-23,2025-01-25,9417000,9285503.04,9287719.75,"GBP",0.042971,"ACT/360","MATURED"
2238,"REVERSE_REPO",885,26,2024-10-13,2025-02-15,4827000,4735920.13,4812116.54,"USD",0.04698,"ACT/365","MATURED"
2239,"REPO",895,23,2025-01-30,2025-02-28,7104000,6753421.99,6772014.61,"USD",0.034176,"ACT/360","MATURED"
2240,"REVERSE_REPO",900,23,2025-01-30,2025-02-18,1875000,1836865.77,1837864.5,"GBP",0.010302,"ACT/360","MATURED"
2241,"REVERSE_REPO",883,30,2025-09-09,2026-01-09,9960000,9566316.06,9605776.51,"GBP",0.012341,"ACT/365","MATURED"
2242,"REPO",890,28,2024-02-22,2024-07-28,3544000,3386574.43,3495024.87,"EUR",0.07343,"ACT/360","MATURED"
2243,"REPO",898,23,2025-04-17,2025-06-05,5274000,5014507.91,5050402.86,"GBP",0.052591,"ACT/360","MATURED"
2244,"REPO",903,26,2025-06-20,2025-09-16,154000,149976.15,151977.1,"GBP",0.05458,"ACT/360","MATURED"
2245,"REVERSE_REPO",898,31,2024-07-15,2024-08-04,1274000,1230241.2,1234652.23,"GBP",0.064539,"ACT/360","MATURED"
2246,"REPO",903,31,2024-01-29,2024-03-18,5819000,5637024.57,5654131.44,"GBP",0.022296,"ACT/360","MATURED"
2247,"REVERSE_REPO",896,22,2024-03-16,2024-05-21,8263000,8041057.34,8122544.88,"EUR",0.055276,"ACT/360","MATURED"
2248,"REVERSE_REPO",891,3,2026-09-03,2027-05-31,9966000,9700040.83,10240786.58,"GBP",0.074329,"ACT/360","ACTIVE"
2249,"REPO",892,23,2025-12-31,2026-03-22,6206000,5903295.13,5921890.51,"GBP",0.014,"ACT/360","MATURED"
2250,"REPO",896,26,2024-08-24,2025-03-02,9303000,9153955.2,9254283.8,"EUR",0.021055,"ACT/365","MATURED"
2251,"REVERSE_REPO",881,30,2025-02-19,2025-05-10,7030000,6878699.15,6951451.33,"EUR",0.047594,"ACT/360","MATURED"
2252,"REPO",897,31,2025-09-21,2025-10-01,5581000,5337669.51,5344353.88,"GBP",0.045709,"ACT/365","MATURED"
2253,"REVERSE_REPO",899,28,2026-02-26,2026-06-25,4136000,4076975.9,4141157.19,"EUR",0.047624,"ACT/360","MATURED"
2254,"REVERSE_REPO",888,23,2024-11-01,2024-12-03,510000,496897.49,499100.45,"GBP",0.049876,"ACT/360","MATURED"
2255,"REVERSE_REPO",884,30,2024-09-19,2024-11-02,6441000,6214821.35,6274288.83,"USD",0.078289,"ACT/360","MATURED"
2256,"REPO",895,29,2024-10-04,2025-06-08,5088000,4876537.44,4958912.18,"USD",0.02462,"ACT/360","MATURED"
2257,"REPO",883,25,2025-09-30,2025-12-04,2334000,2253010.07,2285181.74,"GBP",0.079086,"ACT/360","MATURED"
2258,"REPO",888,29,2025-01-17,2025-02-27,5241000,5011787.78,5035499.41,"GBP",0.041542,"ACT/360","MATURED"
2259,"REPO",903,22,2026-03-15,2026-10-15,5680000,5446722.52,5676261.27,"GBP",0.070894,"ACT/360","MATURED"
2260,"REPO",881,29,2026-10-12,2027-03-29,5065000,4982544.01,5153556.88,"EUR",0.073548,"ACT/360","ACTIVE"
2261,"REPO",883,23,2025-05-24,2026-01-07,3968000,3873785.61,4013148.4,"GBP",0.056804,"ACT/360","MATURED"
2262,"REVERSE_REPO",883,28,2024-11-05,2024-12-24,398000,390097.96,392951.48,"GBP",0.053742,"ACT/360","MATURED"
2263,"REPO",902,23,2025-04-26,2025-06-20,2770000,2699927.19,2716943.18,"EUR",0.041252,"ACT/360","MATURED"
2264,"REVERSE_REPO",898,27,2025-06-20,2025-07-03,8829000,8479715.74,8494352.37,"GBP",0.047799,"ACT/360","MATURED"
2265,"REVERSE_REPO",895,24,2026-03-20,2026-05-29,6280000,6142361.77,6192059.79,"USD",0.041611,"ACT/360","MATURED"
2266,"REVERSE_REPO",883,22,2024-07-15,2024-09-15,3493000,3376446.67,3411228.46,"GBP",0.059814,"ACT/360","MATURED"
2267,"REPO",895,2,2025-01-17,2025-03-23,8536000,8202050.65,8260920.41,"USD",0.039752,"ACT/360","MATURED"
2268,"REVERSE_REPO",891,27,2024-04-13,2024-05-25,6887000,6675255.99,6689564.37,"GBP",0.018628,"ACT/365","MATURED"
2269,"REVERSE_REPO",885,22,2026-02-21,2026-04-24,8167000,7981487.07,8090593.73,"USD",0.079374,"ACT/360","MATURED"
2270,"REPO",897,29,2026-03-14,2026-05-17,663000,635226.23,643773.83,"GBP",0.07569,"ACT/360","MATURED"
2271,"REPO",898,25,2026-06-14,2026-06-22,4447000,4335571.04,4337262.22,"GBP",0.017797,"ACT/365","MATURED"
2272,"REVERSE_REPO",897,30,2025-08-26,2026-03-05,1027000,988988.44,1008574.94,"GBP",0.037328,"ACT/360","MATURED"
2273,"REPO",892,24,2025-02-02,2025-05-09,2994000,2914568.6,2937183.22,"GBP",0.029501,"ACT/365","MATURED"
2274,"REPO",884,2,2026-04-16,2026-06-19,5862000,5583257.38,5650247.54,"USD",0.067491,"ACT/360","MATURED"
2275,"REVERSE_REPO",881,2,2026-05-30,2026-06-19,6371000,6201637.16,6211216.62,"EUR",0.027804,"ACT/360","MATURED"
2276,"REPO",888,30,2024-04-02,2024-06-02,6160000,5937133.14,5974962.29,"GBP",0.037603,"ACT/360","MATURED"
2277,"REPO",890,2,2024-05-07,2024-07-27,6140000,5899344.85,5924042.9,"EUR",0.018607,"ACT/360","MATURED"
2278,"REVERSE_REPO",881,28,2026-10-23,2027-01-03,3286000,3128006.77,3152798.73,"EUR",0.039629,"ACT/360","ACTIVE"
2279,"REPO",888,25,2024-05-19,2024-08-05,618000,588092.9,593572.6,"GBP",0.043005,"ACT/360","MATURED"
2280,"REPO",892,27,2024-12-09,2025-01-15,5957000,5778510.34,5800355.26,"GBP",0.036782,"ACT/360","MATURED"
2281,"REVERSE_REPO",885,22,2024-09-14,2025-05-02,7040000,6862353.1,7142197.38,"USD",0.063829,"ACT/360","MATURED"
2282,"REPO",890,3,2024-12-25,2025-01-14,2356000,2280219.99,2283452.71,"EUR",0.025519,"ACT/360","MATURED"
2283,"REVERSE_REPO",899,31,2025-03-27,2025-04-14,1726000,1690809.03,1694171.71,"EUR",0.039776,"ACT/360","MATURED"
2284,"REPO",903,26,2026-08-08,2026-09-29,2104000,2081722.89,2093381.67,"GBP",0.038773,"ACT/360","MATURED"
2285,"REVERSE_REPO",891,23,2025-08-15,2025-10-30,899000,871790.77,877788.42,"GBP",0.032588,"ACT/360","MATURED"
2286,"REVERSE_REPO",902,24,2024-10-11,2024-11-15,4602000,4551090.08,4561676.85,"EUR",0.024259,"ACT/365","MATURED"
2287,"REVERSE_REPO",903,24,2026-05-19,2027-02-01,9756000,9621660.65,9973042.73,"GBP",0.050958,"ACT/360","ACTIVE"
2288,"REVERSE_REPO",902,25,2025-01-04,2025-03-09,7481000,7394782.79,7495722.56,"EUR",0.076782,"ACT/360","MATURED"
2289,"REVERSE_REPO",899,2,2026-10-25,2027-01-18,7174000,6861579.65,6897971.85,"EUR",0.022463,"ACT/360","ACTIVE"
2290,"REPO",881,22,2025-12-31,2026-03-07,6588000,6441812.45,6468314.45,"EUR",0.022752,"ACT/365","MATURED"
2291,"REPO",895,30,2026-11-29,2027-01-22,5099000,4946008.62,4978944.16,"USD",0.04501,"ACT/365","ACTIVE"
2292,"REPO",895,23,2024-04-02,2024-05-21,9074000,8828554.05,8900005.01,"USD",0.05946,"ACT/360","MATURED"
2293,"REVERSE_REPO",888,22,2025-03-12,2025-05-04,7254000,6958029.3,7036730.1,"GBP",0.076828,"ACT/360","MATURED"
2294,"REVERSE_REPO",897,27,2026-12-10,2027-02-03,2038000,1966508.14,1971073.31,"GBP",0.015195,"ACT/360","ACTIVE"
2295,"REPO",902,22,2025-01-30,2025-05-04,9767000,9645857.53,9801252.62,"EUR",0.061698,"ACT/360","MATURED"
2296,"REPO",902,26,2024-11-03,2025-01-16,4682000,4473749.13,4533479.25,"EUR",0.064952,"ACT/360","MATURED"
2297,"REPO",892,3,2026-07-12,2026-08-28,9616000,9173157.62,9203213.96,"GBP",0.025097,"ACT/360","MATURED"
2298,"REPO",888,27,2025-02-22,2025-06-10,3651000,3527973.76,3571046.09,"GBP",0.040696,"ACT/360","MATURED"
2299,"REVERSE_REPO",896,3,2024-01-25,2024-03-28,8592000,8314825.98,8382275.43,"EUR",0.046354,"ACT/360","MATURED"
2300,"REPO",902,27,2026-04-03,2026-06-08,6423000,6170858.85,6226913.51,"EUR",0.050236,"ACT/365","MATURED"
2301,"REPO",900,29,2024-05-12,2024-07-13,1164000,1128529.4,1131653.7,"GBP",0.016075,"ACT/360","MATURED"
2302,"REVERSE_REPO",897,23,2024-01-31,2024-02-09,8423000,8188531.12,8197392.34,"GBP",0.043286,"ACT/360","MATURED"
2303,"REPO",897,25,2024-04-04,2024-04-14,673000,641891.64,642773.42,"GBP",0.050141,"ACT/365","MATURED"
2304,"REVERSE_REPO",881,2,2025-09-22,2025-10-09,6339000,6122664.06,6130908.19,"EUR",0.028514,"ACT/360","MATURED"
2305,"REPO",896,30,2026-03-04,2026-09-01,2632000,2511490.46,2600942.92,"EUR",0.070841,"ACT/360","MATURED"
2306,"REVERSE_REPO",896,29,2025-06-13,2025-07-15,7480000,7350857.21,7383424.45,"EUR",0.049842,"ACT/360","MATURED"
