"COUPON_ID","INSTRUMENT_ID","PERIOD_START_DATE","PERIOD_END_DATE","PAYMENT_DATE","COUPON_TYPE","COUPON_RATE","DAY_COUNT_BASIS","DAYS_IN_PERIOD","COUPON_NUMBER","COUPON_AMOUNT","REFERENCE_RATE_NAME","REFERENCE_RATE","SPREAD_RATE"
9217,900,2022-02-27,2022-05-27,2022-05-27,"FIXED",0.046439,"30/360",89,3,11.32,"",,
9218,900,2022-05-27,2022-08-27,2022-08-27,"FIXED",0.08368,"30/360",92,4,21.09,"",,
9219,900,2022-08-27,2022-11-27,2022-11-27,"FIXED",0.064272,"30/360",92,5,16.2,"",,
9220,900,2022-11-27,2023-02-27,2023-02-27,"FIXED",0.051275,"30/360",92,6,12.92,"",,
9221,900,2023-02-27,2023-05-27,2023-05-27,"FIXED",0.050761,"30/360",89,7,12.38,"",,
9222,900,2023-05-27,2023-08-27,2023-08-27,"FIXED",0.055845,"30/360",92,8,14.08,"",,
9223,900,2023-08-27,2023-11-27,2023-11-27,"FIXED",0.054928,"30/360",92,9,13.84,"",,
9224,900,2023-11-27,2024-02-27,2024-02-27,"FIXED",0.06405,"30/360",92,10,16.14,"",,
9225,900,2024-02-27,2024-05-27,2024-05-27,"FIXED",0.052237,"30/360",90,11,12.88,"",,
9226,900,2024-05-27,2024-08-27,2024-08-27,"FIXED",0.037105,"30/360",92,12,9.35,"",,
9227,900,2024-08-27,2024-11-27,2024-11-27,"FIXED",0.070082,"30/360",92,13,17.66,"",,
9228,900,2024-11-27,2025-02-25,2025-02-25,"FIXED",0.05258,"30/360",90,14,12.96,"",,
9229,901,2020-07-26,2021-01-26,2021-01-26,"FLOATING",0.041977,"ACT/365",184,1,21.16,"BUBOR",0.022763,0.019214
9230,901,2021-01-26,2021-07-26,2021-07-26,"FLOATING",0.027606,"ACT/365",181,2,13.69,"BUBOR",0.019277,0.008329
9231,901,2021-07-26,2022-01-26,2022-01-26,"FLOATING",0.056011,"ACT/365",184,3,28.24,"BUBOR",0.038265,0.017746
9232,901,2022-01-26,2022-07-26,2022-07-26,"FLOATING",0.029626,"ACT/365",181,4,14.69,"BUBOR",0.024758,0.004868
9233,901,2022-07-26,2023-01-26,2023-01-26,"FLOATING",0.06699,"ACT/365",184,5,33.77,"BUBOR",0.050701,0.016289
9234,901,2023-01-26,2023-07-26,2023-07-26,"FLOATING",0.025536,"ACT/365",181,6,12.66,"BUBOR",0.019926,0.00561
9235,901,2023-07-26,2024-01-26,2024-01-26,"FLOATING",0.022937,"ACT/365",184,7,11.56,"BUBOR",0.015543,0.007394
9236,901,2024-01-26,2024-07-26,2024-07-26,"FLOATING",0.040454,"ACT/365",182,8,20.17,"BUBOR",0.030867,0.009587
9237,901,2024-07-26,2025-01-26,2025-01-26,"FLOATING",0.043052,"ACT/365",184,9,21.7,"BUBOR",0.023344,0.019708
9238,901,2025-01-26,2025-07-26,2025-07-26,"FLOATING",0.035884,"ACT/365",181,10,17.79,"BUBOR",0.016246,0.019638
9239,901,2025-07-26,2026-01-26,2026-01-26,"FLOATING",0.04063,"ACT/365",184,11,20.48,"BUBOR",0.029013,0.011617
9240,901,2026-01-26,2026-07-26,2026-07-26,"FLOATING",0.060748,"ACT/365",181,12,30.12,"BUBOR",0.046407,0.014341
9241,901,2026-07-26,2027-01-26,2027-01-26,"FLOATING",0.034627,"ACT/365",184,13,17.46,"BUBOR",0.030704,0.003923
9242,901,2027-01-26,2027-07-26,2027-07-26,"FLOATING",0.059804,"ACT/365",181,14,29.66,"BUBOR",0.049673,0.010131
9243,901,2027-07-26,2028-01-26,2028-01-26,"FLOATING",0.025813,"ACT/365",184,15,13.01,"BUBOR",0.011087,0.014726
9244,901,2028-01-26,2028-07-26,2028-07-26,"FLOATING",0.067169,"ACT/365",182,16,33.49,"BUBOR",0.049301,0.017868
9245,901,2028-07-26,2029-01-26,2029-01-26,"FLOATING",0.046181,"ACT/365",184,17,23.28,"BUBOR",0.035464,0.010717
9246,901,2029-01-26,2029-07-26,2029-07-26,"FLOATING",0.056008,"ACT/365",181,18,27.77,"BUBOR",0.038505,0.017503
9247,901,2029-07-26,2030-01-26,2030-01-26,"FLOATING",0.068683,"ACT/365",184,19,34.62,"BUBOR",0.053071,0.015612
9248,901,2030-01-26,2030-06-17,2030-06-17,"FLOATING",0.049033,"ACT/365",142,20,19.08,"BUBOR",0.043662,0.005371
9249,902,2022-11-30,2023-05-31,2023-05-31,"FIXED",0.03077,"ACT/360",182,1,15.34,"",,
9250,902,2023-05-31,2023-11-30,2023-11-30,"FIXED",0.046054,"ACT/360",183,2,23.09,"",,
9251,902,2023-11-30,2024-05-31,2024-05-31,"FIXED",0.078014,"ACT/360",183,3,39.11,"",,
9252,902,2024-05-31,2024-11-30,2024-11-30,"FIXED",0.055061,"ACT/360",183,4,27.61,"",,
9253,902,2024-11-30,2025-05-31,2025-05-31,"FIXED",0.034657,"ACT/360",182,5,17.28,"",,
9254,902,2025-05-31,2025-11-30,2025-11-30,"FIXED",0.026731,"ACT/360",183,6,13.4,"",,
9255,902,2025-11-30,2026-05-31,2026-05-31,"FIXED",0.080778,"ACT/360",182,7,40.28,"",,
9256,902,2026-05-31,2026-11-30,2026-11-30,"FIXED",0.071519,"ACT/360",183,8,35.86,"",,
9257,902,2026-11-30,2027-05-31,2027-05-31,"FIXED",0.05471,"ACT/360",182,9,27.28,"",,
9258,902,2027-05-31,2027-11-30,2027-11-30,"FIXED",0.064644,"ACT/360",183,10,32.41,"",,
9259,902,2027-11-30,2028-05-31,2028-05-31,"FIXED",0.062641,"ACT/360",183,11,31.41,"",,
9260,902,2028-05-31,2028-11-30,2028-11-30,"FIXED",0.081812,"ACT/360",183,12,41.02,"",,
9261,902,2028-11-30,2029-01-27,2029-01-27,"FIXED",0.074503,"ACT/360",58,13,11.84,"",,
9262,903,2021-04-19,2022-04-19,2022-04-19,"FLOATING",0.042822,"ACT/360",365,1,42.82,"SONIA",0.036817,0.006005
9263,903,2022-04-19,2023-04-19,2023-04-19,"FLOATING",0.046603,"ACT/360",365,2,46.6,"SONIA",0.043466,0.003137
9264,903,2023-04-19,2024-04-19,2024-04-19,"FLOATING",0.030411,"ACT/360",366,3,30.49,"SONIA",0.013951,0.01646
9265,903,2024-04-19,2025-04-19,2025-04-19,"FLOATING",0.051824,"ACT/360",365,4,51.82,"SONIA",0.039352,0.012472
9266,903,2025-04-19,2026-04-19,2026-04-19,"FLOATING",0.021794,"ACT/360",365,5,21.79,"SONIA",0.019059,0.002735
9267,903,2026-04-19,2027-04-19,2027-04-19,"FLOATING",0.038172,"ACT/360",365,6,38.17,"SONIA",0.031165,0.007007
9268,903,2027-04-19,2027-11-20,2027-11-20,"FLOATING",0.051543,"ACT/360",215,7,30.36,"SONIA",0.04843,0.003113
9269,904,2023-02-02,2023-08-02,2023-08-02,"FIXED",0.02062,"ACT/365",181,1,10.23,"",,
9270,904,2023-08-02,2024-02-02,2024-02-02,"FIXED",0.018912,"ACT/365",184,2,9.53,"",,
9271,904,2024-02-02,2024-08-02,2024-08-02,"FIXED",0.029822,"ACT/365",182,3,14.87,"",,
9272,904,2024-08-02,2025-02-02,2025-02-02,"FIXED",0.057611,"ACT/365",184,4,29.04,"",,
9273,904,2025-02-02,2025-08-02,2025-08-02,"FIXED",0.051528,"ACT/365",181,5,25.55,"",,
9274,904,2025-08-02,2026-02-02,2026-02-02,"FIXED",0.044919,"ACT/365",184,6,22.64,"",,
9275,904,2026-02-02,2026-08-02,2026-08-02,"FIXED",0.01773,"ACT/365",181,7,8.79,"",,
9276,904,2026-08-02,2027-02-02,2027-02-02,"FIXED",0.053652,"ACT/365",184,8,27.05,"",,
9277,904,2027-02-02,2027-08-02,2027-08-02,"FIXED",0.064232,"ACT/365",181,9,31.85,"",,
9278,904,2027-08-02,2028-01-31,2028-01-31,"FIXED",0.064129,"ACT/365",182,10,31.98,"",,
8881,881,2023-08-24,2024-08-24,2024-08-24,"FIXED",0.04344,"ACT/360",366,1,43.56,"",,
8882,881,2024-08-24,2025-08-24,2025-08-24,"FIXED",0.053524,"ACT/360",365,2,53.52,"",,
8883,881,2025-08-24,2026-08-24,2026-08-24,"FIXED",0.02557,"ACT/360",365,3,25.57,"",,
8884,881,2026-08-24,2027-07-14,2027-07-14,"FIXED",0.024336,"ACT/360",324,4,21.6,"",,
8885,882,2021-08-14,2021-11-14,2021-11-14,"FIXED",0.02998,"ACT/360",92,1,7.56,"",,
8886,882,2021-11-14,2022-02-14,2022-02-14,"FIXED",0.038326,"ACT/360",92,2,9.66,"",,
8887,882,2022-02-14,2022-05-14,2022-05-14,"FIXED",0.060546,"ACT/360",89,3,14.76,"",,
8888,882,2022-05-14,2022-08-14,2022-08-14,"FIXED",0.020651,"ACT/360",92,4,5.21,"",,
8889,882,2022-08-14,2022-11-14,2022-11-14,"FIXED",0.083918,"ACT/360",92,5,21.15,"",,
8890,882,2022-11-14,2023-02-14,2023-02-14,"FIXED",0.048076,"ACT/360",92,6,12.12,"",,
8891,882,2023-02-14,2023-05-14,2023-05-14,"FIXED",0.059533,"ACT/360",89,7,14.52,"",,
8892,882,2023-05-14,2023-08-14,2023-08-14,"FIXED",0.070418,"ACT/360",92,8,17.75,"",,
8893,882,2023-08-14,2023-11-14,2023-11-14,"FIXED",0.07957,"ACT/360",92,9,20.06,"",,
8894,882,2023-11-14,2024-02-14,2024-02-14,"FIXED",0.070401,"ACT/360",92,10,17.74,"",,
8895,882,2024-02-14,2024-05-14,2024-05-14,"FIXED",0.035573,"ACT/360",90,11,8.77,"",,
8896,882,2024-05-14,2024-08-14,2024-08-14,"FIXED",0.033696,"ACT/360",92,12,8.49,"",,
8897,882,2024-08-14,2024-11-14,2024-11-14,"FIXED",0.028597,"ACT/360",92,13,7.21,"",,
8898,882,2024-11-14,2024-12-02,2024-12-02,"FIXED",0.077393,"ACT/360",18,14,3.82,"",,
8899,883,2024-01-31,2024-04-30,2024-04-30,"FIXED",0.076037,"30/360",90,1,18.75,"",,
8900,883,2024-04-30,2024-07-31,2024-07-31,"FIXED",0.024272,"30/360",92,2,6.12,"",,
8901,883,2024-07-31,2024-10-31,2024-10-31,"FIXED",0.055318,"30/360",92,3,13.94,"",,
8902,883,2024-10-31,2025-01-31,2025-01-31,"FIXED",0.065002,"30/360",92,4,16.38,"",,
8903,883,2025-01-31,2025-04-30,2025-04-30,"FIXED",0.038077,"30/360",89,5,9.28,"",,
8904,883,2025-04-30,2025-07-31,2025-07-31,"FIXED",0.057051,"30/360",92,6,14.38,"",,
8905,883,2025-07-31,2025-10-31,2025-10-31,"FIXED",0.044278,"30/360",92,7,11.16,"",,
8906,883,2025-10-31,2026-01-31,2026-01-31,"FIXED",0.080877,"30/360",92,8,20.39,"",,
8907,883,2026-01-31,2026-04-30,2026-04-30,"FIXED",0.067387,"30/360",89,9,16.43,"",,
8908,883,2026-04-30,2026-07-31,2026-07-31,"FIXED",0.077144,"30/360",92,10,19.44,"",,
8909,883,2026-07-31,2026-10-31,2026-10-31,"FIXED",0.050467,"30/360",92,11,12.72,"",,
8910,883,2026-10-31,2027-01-31,2027-01-31,"FIXED",0.024513,"30/360",92,12,6.18,"",,
8911,883,2027-01-31,2027-04-30,2027-04-30,"FIXED",0.022843,"30/360",89,13,5.57,"",,
8912,883,2027-04-30,2027-07-31,2027-07-31,"FIXED",0.063116,"30/360",92,14,15.91,"",,
8913,883,2027-07-31,2027-10-31,2027-10-31,"FIXED",0.035637,"30/360",92,15,8.98,"",,
8914,883,2027-10-31,2028-01-31,2028-01-31,"FIXED",0.022439,"30/360",92,16,5.66,"",,
8915,883,2028-01-31,2028-04-30,2028-04-30,"FIXED",0.05656,"30/360",90,17,13.95,"",,
8916,883,2028-04-30,2028-07-31,2028-07-31,"FIXED",0.034219,"30/360",92,18,8.63,"",,
8917,883,2028-07-31,2028-10-31,2028-10-31,"FIXED",0.025545,"30/360",92,19,6.44,"",,
8918,883,2028-10-31,2029-01-31,2029-01-31,"FIXED",0.040319,"30/360",92,20,10.16,"",,
8919,883,2029-01-31,2029-04-30,2029-04-30,"FIXED",0.032543,"30/360",89,21,7.94,"",,
8920,883,2029-04-30,2029-07-31,2029-07-31,"FIXED",0.04183,"30/360",92,22,10.54,"",,
8921,883,2029-07-31,2029-10-31,2029-10-31,"FIXED",0.080813,"30/360",92,23,20.37,"",,
8922,883,2029-10-31,2030-01-25,2030-01-25,"FIXED",0.070465,"30/360",86,24,16.6,"",,
8923,884,2020-12-08,2021-03-08,2021-03-08,"FIXED",0.041175,"ACT/365",90,1,10.15,"",,
8924,884,2021-03-08,2021-06-08,2021-06-08,"FIXED",0.022476,"ACT/365",92,2,5.67,"",,
8925,884,2021-06-08,2021-09-08,2021-09-08,"FIXED",0.050462,"ACT/365",92,3,12.72,"",,
8926,884,2021-09-08,2021-12-08,2021-12-08,"FIXED",0.056627,"ACT/365",91,4,14.12,"",,
8927,884,2021-12-08,2022-03-08,2022-03-08,"FIXED",0.062441,"ACT/365",90,5,15.4,"",,
8928,884,2022-03-08,2022-06-08,2022-06-08,"FIXED",0.029669,"ACT/365",92,6,7.48,"",,
8929,884,2022-06-08,2022-09-08,2022-09-08,"FIXED",0.069071,"ACT/365",92,7,17.41,"",,
8930,884,2022-09-08,2022-12-08,2022-12-08,"FIXED",0.030496,"ACT/365",91,8,7.6,"",,
8931,884,2022-12-08,2023-03-08,2023-03-08,"FIXED",0.073732,"ACT/365",90,9,18.18,"",,
8932,884,2023-03-08,2023-06-08,2023-06-08,"FIXED",0.038257,"ACT/365",92,10,9.64,"",,
8933,884,2023-06-08,2023-09-08,2023-09-08,"FIXED",0.03029,"ACT/365",92,11,7.63,"",,
8934,884,2023-09-08,2023-12-08,2023-12-08,"FIXED",0.019118,"ACT/365",91,12,4.77,"",,
8935,884,2023-12-08,2024-03-08,2024-03-08,"FIXED",0.035581,"ACT/365",91,13,8.87,"",,
8936,884,2024-03-08,2024-06-08,2024-06-08,"FIXED",0.072718,"ACT/365",92,14,18.33,"",,
8937,884,2024-06-08,2024-09-08,2024-09-08,"FIXED",0.049401,"ACT/365",92,15,12.45,"",,
8938,884,2024-09-08,2024-12-08,2024-12-08,"FIXED",0.077957,"ACT/365",91,16,19.44,"",,
8939,884,2024-12-08,2025-03-08,2025-03-08,"FIXED",0.01648,"ACT/365",90,17,4.06,"",,
8940,884,2025-03-08,2025-06-08,2025-06-08,"FIXED",0.065447,"ACT/365",92,18,16.5,"",,
8941,884,2025-06-08,2025-09-08,2025-09-08,"FIXED",0.047838,"ACT/365",92,19,12.06,"",,
8942,884,2025-09-08,2025-12-08,2025-12-08,"FIXED",0.068389,"ACT/365",91,20,17.05,"",,
8943,884,2025-12-08,2026-03-08,2026-03-08,"FIXED",0.068767,"ACT/365",90,21,16.96,"",,
8944,884,2026-03-08,2026-06-08,2026-06-08,"FIXED",0.034555,"ACT/365",92,22,8.71,"",,
8945,884,2026-06-08,2026-09-08,2026-09-08,"FIXED",0.055515,"ACT/365",92,23,13.99,"",,
8946,884,2026-09-08,2026-12-08,2026-12-08,"FIXED",0.031093,"ACT/365",91,24,7.75,"",,
8947,884,2026-12-08,2027-03-08,2027-03-08,"FIXED",0.019637,"ACT/365",90,25,4.84,"",,
8948,884,2027-03-08,2027-06-08,2027-06-08,"FIXED",0.020115,"ACT/365",92,26,5.07,"",,
8949,884,2027-06-08,2027-09-08,2027-09-08,"FIXED",0.02572,"ACT/365",92,27,6.48,"",,
8950,884,2027-09-08,2027-12-08,2027-12-08,"FIXED",0.053116,"ACT/365",91,28,13.24,"",,
8951,884,2027-12-08,2028-01-27,2028-01-27,"FIXED",0.060525,"ACT/365",50,29,8.29,"",,
8952,885,2021-08-06,2022-02-06,2022-02-06,"FLOATING",0.030355,"30/360",184,1,15.3,"SOFR",0.016049,0.014306
8953,885,2022-02-06,2022-08-06,2022-08-06,"FLOATING",0.027372,"30/360",181,2,13.57,"SOFR",0.021065,0.006307
8954,885,2022-08-06,2023-02-06,2023-02-06,"FLOATING",0.021277,"30/360",184,3,10.73,"SOFR",0.013715,0.007562
8955,885,2023-02-06,2023-08-06,2023-08-06,"FLOATING",0.026918,"30/360",181,4,13.35,"SOFR",0.010333,0.016585
8956,885,2023-08-06,2024-02-06,2024-02-06,"FLOATING",0.023506,"30/360",184,5,11.85,"SOFR",0.018581,0.004925
8957,885,2024-02-06,2024-08-06,2024-08-06,"FLOATING",0.042394,"30/360",182,6,21.14,"SOFR",0.036434,0.00596
8958,885,2024-08-06,2025-02-06,2025-02-06,"FLOATING",0.048134,"30/360",184,7,24.26,"SOFR",0.042629,0.005505
8959,885,2025-02-06,2025-08-06,2025-08-06,"FLOATING",0.039488,"30/360",181,8,19.58,"SOFR",0.028273,0.011215
8960,885,2025-08-06,2026-02-06,2026-02-06,"FLOATING",0.047484,"30/360",184,9,23.94,"SOFR",0.045382,0.002102
8961,885,2026-02-06,2026-08-06,2026-08-06,"FLOATING",0.057582,"30/360",181,10,28.55,"SOFR",0.037668,0.019914
8962,885,2026-08-06,2027-02-06,2027-02-06,"FLOATING",0.042128,"30/360",184,11,21.24,"SOFR",0.037889,0.004239
8963,885,2027-02-06,2027-06-01,2027-06-01,"FLOATING",0.024771,"30/360",115,12,7.8,"SOFR",0.010843,0.013928
8964,886,2022-10-16,2023-10-16,2023-10-16,"FIXED",0.051328,"ACT/365",365,1,51.33,"",,
8965,886,2023-10-16,2024-10-16,2024-10-16,"FIXED",0.016558,"ACT/365",366,2,16.6,"",,
8966,886,2024-10-16,2025-10-16,2025-10-16,"FIXED",0.045812,"ACT/365",365,3,45.81,"",,
8967,886,2025-10-16,2026-10-16,2026-10-16,"FIXED",0.027591,"ACT/365",365,4,27.59,"",,
8968,886,2026-10-16,2027-10-16,2027-10-16,"FIXED",0.061182,"ACT/365",365,5,61.18,"",,
8969,886,2027-10-16,2028-10-16,2028-10-16,"FIXED",0.024744,"ACT/365",366,6,24.81,"",,
8970,886,2028-10-16,2029-10-16,2029-10-16,"FIXED",0.037967,"ACT/365",365,7,37.97,"",,
8971,886,2029-10-16,2030-02-24,2030-02-24,"FIXED",0.039079,"ACT/365",131,8,14.03,"",,
8972,887,2023-01-03,2023-04-03,2023-04-03,"FIXED",0.046929,"30/360",90,1,11.57,"",,
8973,887,2023-04-03,2023-07-03,2023-07-03,"FIXED",0.047708,"30/360",91,2,11.89,"",,
8974,887,2023-07-03,2023-10-03,2023-10-03,"FIXED",0.020481,"30/360",92,3,5.16,"",,
8975,887,2023-10-03,2024-01-03,2024-01-03,"FIXED",0.044036,"30/360",92,4,11.1,"",,
8976,887,2024-01-03,2024-04-03,2024-04-03,"FIXED",0.051919,"30/360",91,5,12.94,"",,
8977,887,2024-04-03,2024-07-03,2024-07-03,"FIXED",0.019636,"30/360",91,6,4.9,"",,
8978,887,2024-07-03,2024-10-03,2024-10-03,"FIXED",0.022301,"30/360",92,7,5.62,"",,
8979,887,2024-10-03,2025-01-03,2025-01-03,"FIXED",0.016067,"30/360",92,8,4.05,"",,
8980,887,2025-01-03,2025-04-03,2025-04-03,"FIXED",0.060775,"30/360",90,9,14.99,"",,
8981,887,2025-04-03,2025-07-03,2025-07-03,"FIXED",0.049076,"30/360",91,10,12.24,"",,
8982,887,2025-07-03,2025-10-03,2025-10-03,"FIXED",0.031881,"30/360",92,11,8.04,"",,
8983,887,2025-10-03,2026-01-03,2026-01-03,"FIXED",0.046203,"30/360",92,12,11.65,"",,
8984,887,2026-01-03,2026-04-03,2026-04-03,"FIXED",0.061469,"30/360",90,13,15.16,"",,
8985,887,2026-04-03,2026-07-03,2026-07-03,"FIXED",0.026813,"30/360",91,14,6.68,"",,
8986,887,2026-07-03,2026-10-03,2026-10-03,"FIXED",0.034602,"30/360",92,15,8.72,"",,
8987,887,2026-10-03,2027-01-03,2027-01-03,"FIXED",0.019593,"30/360",92,16,4.94,"",,
