"TRANSACTION_ID","CUSTOMER_ID","INSTRUMENT_ID","PORTFOLIO_TYPE","TRADE_DATE","SETTLEMENT_DATE","BUY_SELL","QUANTITY","PRICE","TRANSACTION_AMOUNT","CURRENCY","TRANSACTION_TYPE","COUPON_ID","ACCRUED_INTEREST_AMOUNT","PRINCIPAL_AMOUNT","COUPON_AMOUNT","ELIGIBLE_QUANTITY"
157182,30,892,"TRADING",2026-02-11,2026-02-11,"",240000,0,8327,"GBP","COUPON_PAYMENT",9046,0,0,8327,240000
157183,22,888,"TRADING",2025-02-05,2025-02-05,"",221000,0,4854.83,"GBP","COUPON_PAYMENT",8991,0,0,4854.83,221000
157184,26,891,"INVESTMENT",2026-09-15,2026-09-15,"",611000,0,15824.15,"GBP","COUPON_PAYMENT",9037,0,0,15824.15,611000
157185,29,888,"INVESTMENT",2025-08-05,2025-08-05,"",799000,0,21736.64,"GBP","COUPON_PAYMENT",8992,0,0,21736.64,799000
157186,1,887,"TRADING",2026-07-03,2026-07-03,"",977000,0,6531.13,"HUF","COUPON_PAYMENT",8985,0,0,6531.13,977000
157187,1,887,"TRADING",2026-10-03,2026-10-03,"",536000,0,4674.78,"HUF","COUPON_PAYMENT",8986,0,0,4674.78,536000
157188,1,891,"LIQUIDITY",2025-09-15,2025-09-15,"",879000,0,55763.8,"GBP","COUPON_PAYMENT",9036,0,0,55763.8,879000
157189,31,890,"INVESTMENT",2024-06-10,2024-06-10,"",191000,0,10524.01,"EUR","COUPON_PAYMENT",9029,0,0,10524.01,191000
157190,21,892,"TRADING",2025-08-11,2025-08-11,"",36000,0,1095.92,"GBP","COUPON_PAYMENT",9045,0,0,1095.92,36000
157191,22,881,"INVESTMENT",2025-08-24,2025-08-24,"",669000,0,36304.88,"EUR","COUPON_PAYMENT",8882,0,0,36304.88,669000
157192,23,881,"LIQUIDITY",2025-08-24,2025-08-24,"",437000,0,23714.85,"EUR","COUPON_PAYMENT",8882,0,0,23714.85,437000
157193,31,888,"TRADING",2025-08-05,2025-08-05,"",956000,0,26007.79,"GBP","COUPON_PAYMENT",8992,0,0,26007.79,956000
157194,31,888,"TRADING",2026-02-05,2026-02-05,"",949000,0,24454.49,"GBP","COUPON_PAYMENT",8993,0,0,24454.49,949000
157195,1,891,"TRADING",2026-09-15,2026-09-15,"",192000,0,4972.57,"GBP","COUPON_PAYMENT",9037,0,0,4972.57,192000
157196,2,887,"TRADING",2026-07-03,2026-07-03,"",385000,0,2573.68,"HUF","COUPON_PAYMENT",8985,0,0,2573.68,385000
157197,24,884,"LIQUIDITY",2025-03-08,2025-03-08,"",169000,0,686.74,"USD","COUPON_PAYMENT",8939,0,0,686.74,169000
157198,24,884,"LIQUIDITY",2026-06-08,2026-06-08,"",432000,0,3762.61,"USD","COUPON_PAYMENT",8944,0,0,3762.61,432000
157199,29,904,"TRADING",2024-02-02,2024-02-02,"",130000,0,1239.38,"HUF","COUPON_PAYMENT",9270,0,0,1239.38,130000
157200,29,904,"TRADING",2026-02-02,2026-02-02,"",1126000,0,25497.26,"HUF","COUPON_PAYMENT",9274,0,0,25497.26,1126000
157201,27,890,"LIQUIDITY",2025-06-10,2025-06-10,"",93000,0,7006.53,"EUR","COUPON_PAYMENT",9030,0,0,7006.53,93000
157202,3,883,"LIQUIDITY",2025-01-31,2025-01-31,"",525000,0,8601.63,"GBP","COUPON_PAYMENT",8902,0,0,8601.63,525000
157203,23,902,"INVESTMENT",2025-11-30,2025-11-30,"",363000,0,4932.54,"EUR","COUPON_PAYMENT",9254,0,0,4932.54,363000
157204,28,883,"LIQUIDITY",2024-04-30,2024-04-30,"",176000,0,3299.8,"GBP","COUPON_PAYMENT",8899,0,0,3299.8,176000
157205,3,896,"INVESTMENT",2025-09-17,2025-09-17,"",164000,0,9463.13,"EUR","COUPON_PAYMENT",9125,0,0,9463.13,164000
157206,1,885,"TRADING",2025-02-06,2025-02-06,"",807000,0,19581.7,"USD","COUPON_PAYMENT",8958,0,0,19581.7,807000
157207,1,885,"TRADING",2026-08-06,2026-08-06,"",611000,0,17446.71,"USD","COUPON_PAYMENT",8961,0,0,17446.71,611000
157208,23,897,"TRADING",2026-07-14,2026-07-14,"",880000,0,26611.11,"GBP","COUPON_PAYMENT",9137,0,0,26611.11,880000
157209,23,892,"TRADING",2024-08-11,2024-08-11,"",580000,0,20370.19,"GBP","COUPON_PAYMENT",9043,0,0,20370.19,580000
157210,23,892,"TRADING",2025-08-11,2025-08-11,"",1007000,0,30655.31,"GBP","COUPON_PAYMENT",9045,0,0,30655.31,1007000
157211,31,884,"TRADING",2025-09-08,2025-09-08,"",26000,0,313.5,"USD","COUPON_PAYMENT",8941,0,0,313.5,26000
157212,22,897,"LIQUIDITY",2026-01-14,2026-01-14,"",609000,0,13625.09,"GBP","COUPON_PAYMENT",9136,0,0,13625.09,609000
157213,23,898,"INVESTMENT",2025-04-07,2025-04-07,"",563000,0,3147.87,"GBP","COUPON_PAYMENT",9162,0,0,3147.87,563000
157214,28,895,"TRADING",2025-11-25,2025-11-25,"",181000,0,1961.33,"USD","COUPON_PAYMENT",9098,0,0,1961.33,181000
157215,21,895,"TRADING",2025-02-25,2025-02-25,"",84000,0,1296.02,"USD","COUPON_PAYMENT",9095,0,0,1296.02,84000
157216,21,895,"TRADING",2026-08-25,2026-08-25,"",1801000,0,20166.76,"USD","COUPON_PAYMENT",9101,0,0,20166.76,1801000
157217,25,901,"LIQUIDITY",2026-01-26,2026-01-26,"",75000,0,1536.15,"HUF","COUPON_PAYMENT",9239,0,0,1536.15,75000
157218,27,897,"TRADING",2026-07-14,2026-07-14,"",720000,0,21772.72,"GBP","COUPON_PAYMENT",9137,0,0,21772.72,720000
157219,26,904,"LIQUIDITY",2024-08-02,2024-08-02,"",982000,0,14602.49,"HUF","COUPON_PAYMENT",9271,0,0,14602.49,982000
157220,2,884,"LIQUIDITY",2024-12-08,2024-12-08,"",43000,0,835.74,"USD","COUPON_PAYMENT",8938,0,0,835.74,43000
157221,23,889,"TRADING",2026-01-06,2026-01-06,"",2597000,0,33687.63,"HUF","COUPON_PAYMENT",9010,0,0,33687.63,2597000
157222,31,897,"INVESTMENT",2025-01-14,2025-01-14,"",285000,0,8356.78,"GBP","COUPON_PAYMENT",9134,0,0,8356.78,285000
157223,27,883,"LIQUIDITY",2025-10-31,2025-10-31,"",920000,0,10267.64,"GBP","COUPON_PAYMENT",8905,0,0,10267.64,920000
157224,30,883,"INVESTMENT",2026-10-31,2026-10-31,"",382000,0,4859.21,"GBP","COUPON_PAYMENT",8909,0,0,4859.21,382000
157225,3,884,"INVESTMENT",2025-09-08,2025-09-08,"",721000,0,8693.67,"USD","COUPON_PAYMENT",8941,0,0,8693.67,721000
157226,3,884,"INVESTMENT",2025-12-08,2025-12-08,"",721000,0,12293.34,"USD","COUPON_PAYMENT",8942,0,0,12293.34,721000
157227,3,884,"INVESTMENT",2026-03-08,2026-03-08,"",721000,0,12225.45,"USD","COUPON_PAYMENT",8943,0,0,12225.45,721000
157228,29,895,"LIQUIDITY",2026-08-25,2026-08-25,"",1400000,0,15676.55,"USD","COUPON_PAYMENT",9101,0,0,15676.55,1400000
157229,21,895,"LIQUIDITY",2026-11-25,2026-11-25,"",1535000,0,8575.34,"USD","COUPON_PAYMENT",9102,0,0,8575.34,1535000
157230,26,887,"LIQUIDITY",2025-04-03,2025-04-03,"",13000,0,194.81,"HUF","COUPON_PAYMENT",8980,0,0,194.81,13000
157231,24,886,"INVESTMENT",2026-10-16,2026-10-16,"",513000,0,14154.18,"HUF","COUPON_PAYMENT",8967,0,0,14154.18,513000
157232,2,883,"LIQUIDITY",2026-01-31,2026-01-31,"",594000,0,12108.95,"GBP","COUPON_PAYMENT",8906,0,0,12108.95,594000
157233,31,889,"TRADING",2025-01-06,2025-01-06,"",584000,0,24969.83,"HUF","COUPON_PAYMENT",9008,0,0,24969.83,584000
157234,31,889,"TRADING",2026-07-06,2026-07-06,"",948000,0,23420.59,"HUF","COUPON_PAYMENT",9011,0,0,23420.59,948000
157235,27,900,"INVESTMENT",2025-02-25,2025-02-25,"",1000,0,12.96,"GBP","COUPON_PAYMENT",9228,0,0,12.96,1000
157236,26,884,"INVESTMENT",2026-06-08,2026-06-08,"",448000,0,3901.97,"USD","COUPON_PAYMENT",8944,0,0,3901.97,448000
157237,28,899,"TRADING",2026-12-04,2026-12-04,"",902000,0,16372.77,"EUR","COUPON_PAYMENT",9197,0,0,16372.77,902000
157238,2,892,"INVESTMENT",2026-02-11,2026-02-11,"",241000,0,8361.7,"GBP","COUPON_PAYMENT",9046,0,0,8361.7,241000
157239,28,895,"INVESTMENT",2026-05-25,2026-05-25,"",76000,0,1310.42,"USD","COUPON_PAYMENT",9100,0,0,1310.42,76000
157240,24,891,"LIQUIDITY",2024-09-15,2024-09-15,"",181000,0,6519.53,"GBP","COUPON_PAYMENT",9035,0,0,6519.53,181000
157241,27,890,"INVESTMENT",2026-10-14,2026-10-14,"",1411000,0,33110.09,"EUR","COUPON_PAYMENT",9032,0,0,33110.09,1411000
157242,22,889,"TRADING",2025-01-06,2025-01-06,"",591000,0,25269.13,"HUF","COUPON_PAYMENT",9008,0,0,25269.13,591000
157243,22,900,"TRADING",2024-08-27,2024-08-27,"",106000,0,991.36,"GBP","COUPON_PAYMENT",9226,0,0,991.36,106000
157244,23,898,"TRADING",2025-01-07,2025-01-07,"",207000,0,2165.41,"GBP","COUPON_PAYMENT",9161,0,0,2165.41,207000
157245,23,898,"TRADING",2025-04-07,2025-04-07,"",207000,0,1157.39,"GBP","COUPON_PAYMENT",9162,0,0,1157.39,207000
157246,23,898,"TRADING",2026-04-07,2026-04-07,"",201000,0,3965.68,"GBP","COUPON_PAYMENT",9166,0,0,3965.68,201000
157247,21,889,"TRADING",2026-07-06,2026-07-06,"",997000,0,24631.14,"HUF","COUPON_PAYMENT",9011,0,0,24631.14,997000
157248,30,895,"LIQUIDITY",2025-08-25,2025-08-25,"",16000,0,331.69,"USD","COUPON_PAYMENT",9097,0,0,331.69,16000
157249,3,893,"LIQUIDITY",2024-10-25,2024-10-25,"",447000,0,2216.08,"HUF","COUPON_PAYMENT",9072,0,0,2216.08,447000
157250,22,895,"INVESTMENT",2026-11-25,2026-11-25,"",499000,0,2787.68,"USD","COUPON_PAYMENT",9102,0,0,2787.68,499000
157251,22,904,"INVESTMENT",2025-02-02,2025-02-02,"",463000,0,13446.57,"HUF","COUPON_PAYMENT",9272,0,0,13446.57,463000
157252,22,904,"INVESTMENT",2026-08-02,2026-08-02,"",562000,0,4941.18,"HUF","COUPON_PAYMENT",9275,0,0,4941.18,562000
157253,27,893,"INVESTMENT",2025-04-25,2025-04-25,"",318000,0,4842.03,"HUF","COUPON_PAYMENT",9074,0,0,4842.03,318000
157254,25,881,"INVESTMENT",2026-08-24,2026-08-24,"",192000,0,4977.63,"EUR","COUPON_PAYMENT",8883,0,0,4977.63,192000
157255,30,882,"LIQUIDITY",2024-12-02,2024-12-02,"",177000,0,684.93,"HUF","COUPON_PAYMENT",8898,0,0,684.93,177000
157256,21,903,"TRADING",2025-04-19,2025-04-19,"",600000,0,31526.27,"GBP","COUPON_PAYMENT",9265,0,0,31526.27,600000
157257,1,896,"INVESTMENT",2025-09-17,2025-09-17,"",451000,0,26023.6,"EUR","COUPON_PAYMENT",9125,0,0,26023.6,451000
157258,31,901,"TRADING",2026-07-26,2026-07-26,"",257000,0,7741.96,"HUF","COUPON_PAYMENT",9240,0,0,7741.96,257000
157259,1,887,"TRADING",2025-04-03,2025-04-03,"",376000,0,5634.59,"HUF","COUPON_PAYMENT",8980,0,0,5634.59,376000
157260,28,886,"LIQUIDITY",2025-10-16,2025-10-16,"",1657000,0,75910.48,"HUF","COUPON_PAYMENT",8966,0,0,75910.48,1657000
157261,2,893,"TRADING",2025-07-25,2025-07-25,"",389000,0,7743.85,"HUF","COUPON_PAYMENT",9075,0,0,7743.85,389000
157262,29,889,"LIQUIDITY",2026-01-06,2026-01-06,"",487000,0,6317.24,"HUF","COUPON_PAYMENT",9010,0,0,6317.24,487000
157263,2,883,"TRADING",2026-10-31,2026-10-31,"",767000,0,9756.58,"GBP","COUPON_PAYMENT",8909,0,0,9756.58,767000
157264,26,902,"TRADING",2026-05-31,2026-05-31,"",542000,0,22134.07,"EUR","COUPON_PAYMENT",9255,0,0,22134.07,542000
157265,26,902,"TRADING",2026-11-30,2026-11-30,"",542000,0,19704.68,"EUR","COUPON_PAYMENT",9256,0,0,19704.68,542000
157266,27,884,"INVESTMENT",2026-12-08,2026-12-08,"",885000,0,6860.48,"USD","COUPON_PAYMENT",8946,0,0,6860.48,885000
157267,25,888,"INVESTMENT",2024-08-05,2024-08-05,"",172000,0,4188.91,"GBP","COUPON_PAYMENT",8990,0,0,4188.91,172000
157268,25,888,"INVESTMENT",2026-08-05,2026-08-05,"",1068000,0,28712.14,"GBP","COUPON_PAYMENT",8994,0,0,28712.14,1068000
157269,28,892,"LIQUIDITY",2026-08-11,2026-08-11,"",31000,0,434.21,"GBP","COUPON_PAYMENT",9047,0,0,434.21,31000
157270,29,887,"TRADING",2026-10-03,2026-10-03,"",399000,0,3479.92,"HUF","COUPON_PAYMENT",8986,0,0,3479.92,399000
157271,21,895,"INVESTMENT",2025-08-25,2025-08-25,"",1000,0,20.73,"USD","COUPON_PAYMENT",9097,0,0,20.73,1000
157272,23,898,"LIQUIDITY",2026-01-07,2026-01-07,"",228000,0,3541.27,"GBP","COUPON_PAYMENT",9165,0,0,3541.27,228000
157273,27,895,"TRADING",2025-02-25,2025-02-25,"",481000,0,7421.24,"USD","COUPON_PAYMENT",9095,0,0,7421.24,481000
157274,27,895,"TRADING",2026-08-25,2026-08-25,"",67000,0,750.23,"USD","COUPON_PAYMENT",9101,0,0,750.23,67000
157275,2,895,"TRADING",2024-08-25,2024-08-25,"",374000,0,1684.77,"USD","COUPON_PAYMENT",9093,0,0,1684.77,374000
157276,2,895,"TRADING",2026-02-25,2026-02-25,"",1242000,0,6134.57,"USD","COUPON_PAYMENT",9099,0,0,6134.57,1242000
157277,2,895,"TRADING",2026-05-25,2026-05-25,"",1242000,0,21415,"USD","COUPON_PAYMENT",9100,0,0,21415,1242000
157278,26,895,"TRADING",2025-05-25,2025-05-25,"",92000,0,1577.88,"USD","COUPON_PAYMENT",9096,0,0,1577.88,92000
157279,28,901,"TRADING",2026-07-26,2026-07-26,"",501000,0,15092.3,"HUF","COUPON_PAYMENT",9240,0,0,15092.3,501000
157280,27,902,"TRADING",2026-05-31,2026-05-31,"",358000,0,14619.92,"EUR","COUPON_PAYMENT",9255,0,0,14619.92,358000
157281,31,898,"INVESTMENT",2026-10-07,2026-10-07,"",1587000,0,30146.99,"GBP","COUPON_PAYMENT",9168,0,0,30146.99,1587000
157282,24,902,"INVESTMENT",2025-05-31,2025-05-31,"",141000,0,2470.47,"EUR","COUPON_PAYMENT",9253,0,0,2470.47,141000
157283,2,894,"INVESTMENT",2025-08-02,2025-08-02,"",431000,0,12969.65,"HUF","COUPON_PAYMENT",9080,0,0,12969.65,431000
157284,1,898,"INVESTMENT",2025-04-07,2025-04-07,"",439000,0,2454.56,"GBP","COUPON_PAYMENT",9162,0,0,2454.56,439000
157285,29,885,"LIQUIDITY",2026-08-06,2026-08-06,"",198000,0,5653.76,"USD","COUPON_PAYMENT",8961,0,0,5653.76,198000
157286,22,903,"TRADING",2025-04-19,2025-04-19,"",39000,0,2049.21,"GBP","COUPON_PAYMENT",9265,0,0,2049.21,39000
157287,24,904,"INVESTMENT",2024-08-02,2024-08-02,"",704000,0,10468.58,"HUF","COUPON_PAYMENT",9271,0,0,10468.58,704000
157288,24,892,"LIQUIDITY",2026-02-11,2026-02-11,"",118000,0,4094.11,"GBP","COUPON_PAYMENT",9046,0,0,4094.11,118000
157289,30,900,"INVESTMENT",2025-02-25,2025-02-25,"",359000,0,4654.41,"GBP","COUPON_PAYMENT",9228,0,0,4654.41,359000
157290,1,897,"TRADING",2026-07-14,2026-07-14,"",88000,0,2661.11,"GBP","COUPON_PAYMENT",9137,0,0,2661.11,88000
157291,27,903,"TRADING",2026-04-19,2026-04-19,"",419000,0,9258.51,"GBP","COUPON_PAYMENT",9266,0,0,9258.51,419000
157292,24,884,"TRADING",2026-06-08,2026-06-08,"",270000,0,2351.63,"USD","COUPON_PAYMENT",8944,0,0,2351.63,270000
157293,24,884,"TRADING",2026-12-08,2026-12-08,"",270000,0,2093.03,"USD","COUPON_PAYMENT",8946,0,0,2093.03,270000
157294,26,884,"LIQUIDITY",2026-12-08,2026-12-08,"",178000,0,1379.85,"USD","COUPON_PAYMENT",8946,0,0,1379.85,178000
157295,29,898,"TRADING",2024-10-07,2024-10-07,"",276000,0,1142.22,"GBP","COUPON_PAYMENT",9160,0,0,1142.22,276000
157296,25,897,"INVESTMENT",2026-01-14,2026-01-14,"",1419000,0,31747.13,"GBP","COUPON_PAYMENT",9136,0,0,31747.13,1419000
157297,21,901,"INVESTMENT",2026-07-26,2026-07-26,"",857000,0,25816.57,"HUF","COUPON_PAYMENT",9240,0,0,25816.57,857000
157298,2,895,"LIQUIDITY",2024-11-25,2024-11-25,"",43000,0,298.5,"USD","COUPON_PAYMENT",9094,0,0,298.5,43000
157299,24,884,"TRADING",2025-03-08,2025-03-08,"",109000,0,442.93,"USD","COUPON_PAYMENT",8939,0,0,442.93,109000
157300,21,897,"TRADING",2026-01-14,2026-01-14,"",1034000,0,23133.57,"GBP","COUPON_PAYMENT",9136,0,0,23133.57,1034000
157301,1,897,"LIQUIDITY",2026-01-14,2026-01-14,"",1039000,0,23245.43,"GBP","COUPON_PAYMENT",9136,0,0,23245.43,1039000
157302,25,894,"LIQUIDITY",2026-08-02,2026-08-02,"",552000,0,33403.18,"HUF","COUPON_PAYMENT",9081,0,0,33403.18,552000
157303,1,903,"LIQUIDITY",2026-04-19,2026-04-19,"",458000,0,10120.29,"GBP","COUPON_PAYMENT",9266,0,0,10120.29,458000
157304,28,885,"INVESTMENT",2024-08-06,2024-08-06,"",513000,0,10844.27,"USD","COUPON_PAYMENT",8957,0,0,10844.27,513000
157305,1,894,"INVESTMENT",2026-08-02,2026-08-02,"",173000,0,10468.75,"HUF","COUPON_PAYMENT",9081,0,0,10468.75,173000
157306,30,897,"LIQUIDITY",2026-07-14,2026-07-14,"",918000,0,27760.22,"GBP","COUPON_PAYMENT",9137,0,0,27760.22,918000
157307,26,887,"TRADING",2025-04-03,2025-04-03,"",112000,0,1678.39,"HUF","COUPON_PAYMENT",8980,0,0,1678.39,112000
157308,2,895,"INVESTMENT",2025-05-25,2025-05-25,"",56000,0,960.45,"USD","COUPON_PAYMENT",9096,0,0,960.45,56000
157309,2,895,"INVESTMENT",2025-08-25,2025-08-25,"",56000,0,1160.91,"USD","COUPON_PAYMENT",9097,0,0,1160.91,56000
157310,21,899,"LIQUIDITY",2025-03-04,2025-03-04,"",230000,0,2308.36,"EUR","COUPON_PAYMENT",9190,0,0,2308.36,230000
157311,21,899,"LIQUIDITY",2026-03-04,2026-03-04,"",318000,0,2793.16,"EUR","COUPON_PAYMENT",9194,0,0,2793.16,318000
157312,26,888,"LIQUIDITY",2026-08-05,2026-08-05,"",1625000,0,43686.55,"GBP","COUPON_PAYMENT",8994,0,0,43686.55,1625000
157313,28,886,"LIQUIDITY",2024-10-16,2024-10-16,"",447000,0,7421.7,"HUF","COUPON_PAYMENT",8965,0,0,7421.7,447000
157314,26,896,"TRADING",2025-09-17,2025-09-17,"",763000,0,44026.63,"EUR","COUPON_PAYMENT",9125,0,0,44026.63,763000
157315,26,898,"TRADING",2025-10-07,2025-10-07,"",1506000,0,8162.64,"GBP","COUPON_PAYMENT",9164,0,0,8162.64,1506000
157316,26,898,"TRADING",2026-10-07,2026-10-07,"",1556000,0,29558.1,"GBP","COUPON_PAYMENT",9168,0,0,29558.1,1556000
157317,31,892,"INVESTMENT",2026-08-11,2026-08-11,"",229000,0,3207.58,"GBP","COUPON_PAYMENT",9047,0,0,3207.58,229000
157318,27,887,"INVESTMENT",2024-04-03,2024-04-03,"",250000,0,3236.05,"HUF","COUPON_PAYMENT",8976,0,0,3236.05,250000
157319,27,887,"INVESTMENT",2024-07-03,2024-07-03,"",128000,0,626.63,"HUF","COUPON_PAYMENT",8977,0,0,626.63,128000
157320,27,887,"INVESTMENT",2025-04-03,2025-04-03,"",128000,0,1918.16,"HUF","COUPON_PAYMENT",8980,0,0,1918.16,128000
157321,27,887,"INVESTMENT",2025-10-03,2025-10-03,"",561000,0,4508.06,"HUF","COUPON_PAYMENT",8982,0,0,4508.06,561000
157322,28,889,"INVESTMENT",2026-07-06,2026-07-06,"",51000,0,1259.97,"HUF","COUPON_PAYMENT",9011,0,0,1259.97,51000
157323,28,902,"LIQUIDITY",2025-05-31,2025-05-31,"",1325000,0,23215.38,"EUR","COUPON_PAYMENT",9253,0,0,23215.38,1325000
157324,1,888,"INVESTMENT",2026-02-05,2026-02-05,"",699000,0,18012.31,"GBP","COUPON_PAYMENT",8993,0,0,18012.31,699000
157325,25,891,"LIQUIDITY",2026-09-15,2026-09-15,"",330000,0,8546.6,"GBP","COUPON_PAYMENT",9037,0,0,8546.6,330000
157326,28,884,"INVESTMENT",2025-12-08,2025-12-08,"",98000,0,1670.94,"USD","COUPON_PAYMENT",8942,0,0,1670.94,98000
157327,29,883,"INVESTMENT",2025-01-31,2025-01-31,"",460000,0,7536.67,"GBP","COUPON_PAYMENT",8902,0,0,7536.67,460000
157328,29,883,"INVESTMENT",2025-10-31,2025-10-31,"",460000,0,5133.82,"GBP","COUPON_PAYMENT",8905,0,0,5133.82,460000
157964,24,884,"LIQUIDITY",2026-09-08,2026-09-08,"",360000,0,5037.42,"USD","COUPON_PAYMENT",8945,0,0,5037.42,360000
157965,3,883,"LIQUIDITY",2025-07-31,2025-07-31,"",525000,0,7549.49,"GBP","COUPON_PAYMENT",8904,0,0,7549.49,525000
157966,25,902,"LIQUIDITY",2025-11-30,2025-11-30,"",504000,0,6848.48,"EUR","COUPON_PAYMENT",9254,0,0,6848.48,504000
157967,23,902,"INVESTMENT",2026-11-30,2026-11-30,"",592000,0,21522.45,"EUR","COUPON_PAYMENT",9256,0,0,21522.45,592000
157968,30,882,"INVESTMENT",2024-11-14,2024-11-14,"",125000,0,913.52,"HUF","COUPON_PAYMENT",8897,0,0,913.52,125000
157969,30,882,"INVESTMENT",2024-12-02,2024-12-02,"",125000,0,483.71,"HUF","COUPON_PAYMENT",8898,0,0,483.71,125000
157970,28,883,"LIQUIDITY",2026-10-31,2026-10-31,"",327000,0,4159.59,"GBP","COUPON_PAYMENT",8909,0,0,4159.59,327000
157971,23,897,"INVESTMENT",2025-07-14,2025-07-14,"",322000,0,9069.16,"GBP","COUPON_PAYMENT",9135,0,0,9069.16,322000
157972,2,890,"INVESTMENT",2025-06-10,2025-06-10,"",451000,0,33977.89,"EUR","COUPON_PAYMENT",9030,0,0,33977.89,451000
157973,2,890,"INVESTMENT",2026-06-10,2026-06-10,"",974000,0,17423.89,"EUR","COUPON_PAYMENT",9031,0,0,17423.89,974000
157974,26,898,"INVESTMENT",2025-04-07,2025-04-07,"",800000,0,4473,"GBP","COUPON_PAYMENT",9162,0,0,4473,800000
157975,2,897,"INVESTMENT",2025-01-14,2025-01-14,"",309000,0,9060.51,"GBP","COUPON_PAYMENT",9134,0,0,9060.51,309000
157976,2,897,"INVESTMENT",2026-01-14,2026-01-14,"",1116000,0,24968.14,"GBP","COUPON_PAYMENT",9136,0,0,24968.14,1116000
157977,3,901,"INVESTMENT",2025-07-26,2025-07-26,"",518000,0,9217.57,"HUF","COUPON_PAYMENT",9238,0,0,9217.57,518000
157978,22,897,"LIQUIDITY",2025-07-14,2025-07-14,"",164000,0,4619.07,"GBP","COUPON_PAYMENT",9135,0,0,4619.07,164000
157979,28,895,"TRADING",2025-08-25,2025-08-25,"",181000,0,3752.22,"USD","COUPON_PAYMENT",9097,0,0,3752.22,181000
157980,21,895,"TRADING",2025-08-25,2025-08-25,"",770000,0,15962.48,"USD","COUPON_PAYMENT",9097,0,0,15962.48,770000
157981,25,886,"INVESTMENT",2026-10-16,2026-10-16,"",225000,0,6207.98,"HUF","COUPON_PAYMENT",8967,0,0,6207.98,225000
157982,31,896,"TRADING",2025-09-17,2025-09-17,"",963000,0,55567.03,"EUR","COUPON_PAYMENT",9125,0,0,55567.03,963000
157983,25,884,"INVESTMENT",2026-03-08,2026-03-08,"",1355000,0,22975.71,"USD","COUPON_PAYMENT",8943,0,0,22975.71,1355000
157984,2,891,"TRADING",2025-09-15,2025-09-15,"",353000,0,22394.33,"GBP","COUPON_PAYMENT",9036,0,0,22394.33,353000
157985,2,891,"TRADING",2026-09-15,2026-09-15,"",414000,0,10722.09,"GBP","COUPON_PAYMENT",9037,0,0,10722.09,414000
157986,27,897,"TRADING",2025-07-14,2025-07-14,"",700000,0,19715.56,"GBP","COUPON_PAYMENT",9135,0,0,19715.56,700000
157987,27,897,"TRADING",2026-01-14,2026-01-14,"",307000,0,6868.48,"GBP","COUPON_PAYMENT",9136,0,0,6868.48,307000
157988,26,904,"LIQUIDITY",2025-02-02,2025-02-02,"",982000,0,28519.5,"HUF","COUPON_PAYMENT",9272,0,0,28519.5,982000
157989,26,904,"LIQUIDITY",2025-08-02,2025-08-02,"",982000,0,25092.3,"HUF","COUPON_PAYMENT",9273,0,0,25092.3,982000
157990,26,904,"LIQUIDITY",2026-08-02,2026-08-02,"",1323000,0,11632,"HUF","COUPON_PAYMENT",9275,0,0,11632,1323000
157991,21,885,"TRADING",2026-02-06,2026-02-06,"",632000,0,15128.27,"USD","COUPON_PAYMENT",8960,0,0,15128.27,632000
157992,21,885,"INVESTMENT",2024-08-06,2024-08-06,"",440000,0,9301.13,"USD","COUPON_PAYMENT",8957,0,0,9301.13,440000
157993,30,884,"LIQUIDITY",2026-12-08,2026-12-08,"",71000,0,550.39,"USD","COUPON_PAYMENT",8946,0,0,550.39,71000
157994,23,889,"TRADING",2025-07-06,2025-07-06,"",2597000,0,33927.81,"HUF","COUPON_PAYMENT",9009,0,0,33927.81,2597000
157995,31,897,"INVESTMENT",2026-07-14,2026-07-14,"",167000,0,5050.06,"GBP","COUPON_PAYMENT",9137,0,0,5050.06,167000
157996,28,895,"LIQUIDITY",2025-02-25,2025-02-25,"",401000,0,6186.94,"USD","COUPON_PAYMENT",9095,0,0,6186.94,401000
157997,28,895,"LIQUIDITY",2025-05-25,2025-05-25,"",558000,0,9570.21,"USD","COUPON_PAYMENT",9096,0,0,9570.21,558000
157998,28,895,"LIQUIDITY",2026-05-25,2026-05-25,"",558000,0,9621.23,"USD","COUPON_PAYMENT",9100,0,0,9621.23,558000
157999,28,895,"LIQUIDITY",2026-11-25,2026-11-25,"",479000,0,2675.95,"USD","COUPON_PAYMENT",9102,0,0,2675.95,479000
158000,3,892,"INVESTMENT",2026-02-11,2026-02-11,"",885000,0,30705.82,"GBP","COUPON_PAYMENT",9046,0,0,30705.82,885000
158001,3,892,"INVESTMENT",2026-08-11,2026-08-11,"",885000,0,12396.12,"GBP","COUPON_PAYMENT",9047,0,0,12396.12,885000
158002,27,883,"LIQUIDITY",2025-07-31,2025-07-31,"",532000,0,7650.15,"GBP","COUPON_PAYMENT",8904,0,0,7650.15,532000
158003,21,895,"LIQUIDITY",2025-08-25,2025-08-25,"",970000,0,20108.58,"USD","COUPON_PAYMENT",9097,0,0,20108.58,970000
158004,3,888,"LIQUIDITY",2025-08-05,2025-08-05,"",1548000,0,42113.03,"GBP","COUPON_PAYMENT",8992,0,0,42113.03,1548000
158005,21,882,"INVESTMENT",2024-05-14,2024-05-14,"",243000,0,2161.06,"HUF","COUPON_PAYMENT",8895,0,0,2161.06,243000
